id,title,career,zip_code,residence,loan,term,interest_rate,issue_time,syndicated,installment,record_time,history_time,total_accounts,balance_accounts,balance_limit,balance,level,career_isna,payment_to_balance
58537,6,Unknown,522085,1,5950,36,12.05,1241223190,0,0,1241225976,758678987,20,6,15600.0,13209.0,A5,1,0.0
58538,8,4.0,522086,1,5200,36,12.15,1162427171,0,1,1165019660,842834544,20,6,7800.0,4896.0,B0,0,0.16666666666666666
58539,9,1.0,181239,1,33050,60,22.65,1209689792,0,1,1295224848,958436686,20,6,24900.0,20984.0,C1,0,0.16666666666666666
58540,10,2.0,241456,0,10400,36,7.55,999391730,0,0,1092701326,458785985,20,6,,4.0,A2,0,0.0
58541,9,10.0,271559,0,15350,36,12.1,1214957942,0,0,1271984022,600912424,20,6,12900.0,6631.0,A5,0,0.0
58542,7,5.0,361786,1,10400,36,9.9,1159750576,0,0,1159750369,716604533,20,6,26600.0,12087.0,A4,0,0.0
58543,7,10.0,201326,1,5200,36,17.5,1162428671,0,0,1227225847,327286730,20,6,7000.0,1872.0,B4,0,0.0
58544,10,0.0,401852,1,15350,36,14.55,983492344,0,1,1058661652,527214961,20,6,4000.0,3814.0,B3,0,0.16666666666666666
58545,10,0.0,341760,1,15950,60,11.0,1017707957,0,1,1098057882,627178201,20,6,28300.0,8942.0,A5,0,0.16666666666666666
58546,10,5.0,231404,1,7200,36,16.2,1075766698,0,0,1088726729,690337842,20,6,11200.0,7249.0,B2,0,0.0
58547,6,0.0,291620,1,1800,36,14.45,1183422225,0,0,1240447814,561428501,20,6,10600.0,937.0,B2,0,0.0
58548,9,8.0,141132,1,15350,60,12.3,1141260088,0,0,1273449992,656036521,20,6,24700.0,2884.0,B0,0,0.0
58549,9,10.0,231403,1,11050,36,12.0,1138841626,0,0,1162168905,679710044,27,15,23700.0,9566.0,A5,0,0.0
58550,9,9.0,181250,0,33050,60,12.35,1146530917,0,0,1164672139,495679462,27,15,68400.0,32333.0,B0,0,0.0
58551,8,9.0,331714,0,29900,60,16.2,1170375979,0,0,1274057162,337912692,27,15,30600.0,12972.0,B3,0,0.0
58552,10,10.0,311677,0,16500,36,6.95,1186100884,0,0,1186102546,385086929,27,15,232500.0,45793.0,A1,0,0.0
58553,6,4.0,181229,0,15350,36,6.2,1149208841,0,0,1162166846,805939580,27,15,33000.0,13195.0,A1,0,0.0
58554,8,10.0,121062,2,5200,36,12.85,1167696452,0,0,1172882630,398306872,27,15,15100.0,4767.0,B1,0,0.0
58555,6,10.0,271562,0,10400,60,22.0,1241223390,0,0,1241223130,729821321,31,13,26100.0,19116.0,B5,0,0.0
58556,10,3.0,522086,2,11050,60,16.95,1094086632,0,1,1094085912,532484568,31,13,26200.0,14118.0,B2,0,0.07692307692307693
58557,10,10.0,231403,1,10400,36,16.1,1041465973,0,0,1041466605,466736003,31,13,30700.0,25812.0,B2,0,0.0
58558,9,5.0,552156,1,15350,36,9.25,1138838768,0,0,1138839028,619231481,31,13,41900.0,29449.0,A3,0,0.0
58559,7,6.0,572176,1,8900,36,5.95,1141260869,0,0,1141258255,721874475,30,10,24000.0,11881.0,A0,0,0.0
58560,6,2.0,101012,0,5950,36,12.25,1149206734,0,0,1172536372,124849918,30,10,5300.0,4751.0,B0,0,0.0
58561,9,10.0,241453,1,5200,36,12.95,1172882098,0,0,1232499233,845424135,30,10,3900.0,2136.0,B1,0,0.0
58562,6,Unknown,181230,0,15350,60,12.95,1125621186,0,0,1125620872,201053380,30,10,38800.0,26996.0,B0,1,0.0
58563,9,10.0,181241,0,8900,36,9.1,1143937561,0,1,1195776197,414202445,30,10,13300.0,4753.0,A3,0,0.1
58564,7,0.0,101019,0,33050,60,14.0,1217635487,1,0,1342051428,303697326,30,10,26100.0,9259.0,B1,0,0.0
58565,9,4.0,191299,1,11050,36,11.0,1120264152,0,1,1120263575,585015887,30,10,18600.0,13917.0,A4,0,0.1
58566,10,7.0,131108,0,29900,60,23.2,1075769764,0,1,1101689015,645496862,30,10,33400.0,27076.0,D1,0,0.1
58567,8,10.0,401854,0,10400,36,10.05,1157155862,0,0,1198628013,464141580,28,15,8800.0,5924.0,A4,0,0.0
58568,7,0.0,141135,1,10400,36,13.95,1235953557,0,0,1235954060,903228444,28,15,46900.0,10488.0,B1,0,0.0
58569,10,10.0,271555,0,15350,36,8.8,1075766767,0,1,1083543169,177467750,28,15,20600.0,14236.0,A2,0,0.06666666666666667
58570,10,7.0,181233,0,7200,36,12.15,1086137425,0,0,1112056221,766457034,31,11,21200.0,6119.0,A4,0,0.0
58571,7,10.0,181250,1,5200,36,14.05,1157157733,0,1,1190853790,805939594,31,11,10900.0,3433.0,B2,0,0.09090909090909091
58572,8,10.0,421898,0,9850,36,16.85,1199321268,0,1,1214871893,782268191,31,11,13100.0,7858.0,B3,0,0.09090909090909091
58573,7,1.0,181222,0,21300,36,10.75,1172882302,0,0,1201395463,842832075,31,11,19200.0,15040.0,A4,0,0.0
58574,9,6.0,291617,0,21300,36,5.3,1209689569,0,0,1277081709,345773617,31,11,30100.0,6046.0,A0,0,0.0
58575,9,10.0,121062,0,2850,36,13.5,1199319125,0,0,1199318930,648086518,31,11,27700.0,18744.0,B1,0,0.0
58576,10,10.0,161181,0,5950,36,24.85,1220315495,0,0,1220316436,761358821,31,11,14300.0,14100.0,C3,0,0.0
58577,10,10.0,532105,0,29900,60,19.65,1030926255,0,1,1030925294,569377082,31,11,47600.0,38903.0,C5,0,0.09090909090909091
58578,7,5.0,311681,0,5300,36,16.6,1109721749,0,0,1109723119,308968025,31,11,19200.0,15898.0,B3,0,0.0
58579,7,4.0,522084,1,13050,36,13.25,1125620192,0,1,1125619387,542939250,31,11,33400.0,22580.0,B1,0,0.09090909090909091
58580,8,10.0,261531,1,1800,36,13.95,1186099440,0,0,1186100348,598235337,5,4,19600.0,16420.0,B1,0,0.0
58581,10,6.0,131118,0,1800,36,10.1,1065141068,0,1,1111795652,919126012,5,4,3300.0,1121.0,A3,0,0.25
58582,9,10.0,201323,1,7000,36,14.95,1204416242,0,0,1261440498,1053130876,5,4,3900.0,3145.0,B2,0,0.0
58583,10,5.0,151166,1,10400,36,10.8,1175561438,0,0,1201479765,1042678564,5,4,22300.0,7604.0,A4,0,0.0
58584,9,0.0,311684,1,7200,36,13.55,1162428999,0,0,1172794084,1016240293,5,4,11500.0,7391.0,B2,0,0.0
58585,8,0.0,181231,1,5950,36,11.45,1170375547,0,0,1183336361,1066349827,5,4,17500.0,5424.0,A5,0,0.0
58586,7,6.0,361786,1,5200,36,9.2,1167699586,0,0,1261010522,766457525,5,4,7700.0,121.0,A3,0,0.0
58587,8,0.0,361787,1,12950,36,10.1,1122941346,0,0,1190334118,984701743,5,4,15700.0,4565.0,A3,0,0.0
58588,6,Unknown,371805,1,5200,36,7.95,1141258909,0,0,1229387651,903228559,5,4,19300.0,443.0,A2,1,0.0
58589,9,4.0,231391,2,5950,36,10.1,1149208559,0,0,1188086650,319595697,5,4,12100.0,3725.0,A4,0,0.0
58590,9,10.0,191293,0,33050,36,11.95,1109722968,0,0,1109724751,314240303,32,12,67400.0,46060.0,A4,0,0.0
58591,7,10.0,482003,0,7200,36,7.2,1204418582,0,0,1204419176,727144021,32,12,52900.0,8188.0,A1,0,0.0
58592,10,5.0,121061,0,11050,36,6.55,1086137745,0,1,1143161085,166925727,32,12,17100.0,5204.0,A1,0,0.08333333333333333
58593,9,4.0,181246,1,5950,36,14.0,1204419190,0,1,1204417899,748139976,32,12,40200.0,13247.0,B1,0,0.08333333333333333
58594,6,5.0,311661,1,15350,60,16.2,1128213895,0,1,1130804141,737511929,32,12,16300.0,14994.0,B3,0,0.08333333333333333
58595,7,5.0,101012,0,21300,36,9.9,1159747958,0,0,1159748069,690338209,32,12,36700.0,30269.0,A4,0,0.0
58596,7,2.0,221375,1,3700,36,15.85,1220315834,0,0,1220316413,1003192967,10,9,11200.0,4431.0,B2,0,0.0
58597,8,9.0,311674,1,21300,60,19.05,1183421867,0,0,1276735805,1074301118,10,9,21900.0,10596.0,B4,0,0.0
58598,10,1.0,181255,1,10400,36,10.75,1036195415,0,1,1036195713,642816035,10,9,34000.0,18863.0,A3,0,0.1111111111111111
58599,10,1.0,181246,1,12950,60,11.4,1136160834,0,1,1136161817,556158242,10,9,14800.0,14337.0,A4,0,0.1111111111111111
58600,6,5.0,231431,1,3700,36,15.55,1107303075,0,0,1107303329,1000601192,10,9,7100.0,4049.0,B2,0,0.0
58601,6,10.0,171192,0,10400,36,15.1,1209689846,0,1,1238200099,742781773,10,9,19300.0,7567.0,B2,0,0.1111111111111111
58602,8,10.0,331714,0,15350,36,14.9,1199318538,0,0,1240792434,1008463634,10,9,15900.0,9486.0,B2,0,0.0
58603,7,9.0,131105,1,7000,36,13.4,1183424373,0,1,1204159172,1029458717,10,9,5900.0,5765.0,B1,0,0.1111111111111111
58604,10,10.0,311662,0,3700,36,16.0,1222907326,0,0,1230683796,1042678693,10,9,12100.0,3755.0,B2,0,0.0
58605,6,3.0,401867,0,7200,36,9.05,1191369891,0,0,1191370358,1092616965,10,9,34800.0,8067.0,A3,0,0.0
58606,10,0.0,291628,2,10400,36,14.85,967853619,0,0,1030064113,813891275,10,9,10300.0,3917.0,B3,0,0.0
58607,9,4.0,231426,1,16500,36,13.35,1149209685,0,0,1151799739,905906102,24,15,20400.0,17733.0,B1,0,0.0
58608,10,9.0,201323,0,10050,60,20.25,1122942178,0,0,1146269672,884912320,24,15,22200.0,10010.0,C3,0,0.0
58609,8,9.0,321691,1,11050,36,5.25,1167698183,0,0,1170289631,590372813,24,15,58800.0,11978.0,A0,0,0.0
58610,10,10.0,121062,1,7200,36,14.2,1083458633,0,0,1083457326,734918955,24,15,24800.0,19397.0,A5,0,0.0
58611,10,5.0,291615,0,5200,36,17.45,1172881339,0,1,1172882095,756000101,24,15,16000.0,5868.0,B3,0,0.06666666666666667
58612,10,3.0,151166,0,3700,36,21.1,1080867317,0,0,1158626953,834884430,24,15,2600.0,953.0,C2,0,0.0
58613,8,6.0,231435,1,15350,36,8.9,1112400757,0,1,1135730213,616551414,24,15,31000.0,11901.0,A2,0,0.06666666666666667
58614,7,10.0,271562,0,20900,36,8.4,1175559387,0,0,1180743216,645497081,24,15,33300.0,21443.0,A3,0,0.0
58615,9,0.0,131104,1,21300,36,13.05,1175559657,0,0,1175560812,905906376,24,15,37800.0,20941.0,B1,0,0.0
58616,7,6.0,381822,1,11050,36,17.15,1146528346,0,0,1167266929,572055379,24,15,18400.0,9859.0,B4,0,0.0
58617,9,9.0,241451,1,10400,36,12.5,1233535640,0,0,1236126066,734920364,24,15,21300.0,9868.0,B0,0,0.0
58618,10,4.0,311661,0,21300,36,19.2,1096678348,0,0,1166659440,703385059,24,15,31000.0,6161.0,B4,0,0.0
58619,8,10.0,101015,0,33050,36,7.45,1133482277,0,1,1146443075,713926301,29,15,42700.0,30869.0,A2,0,0.06666666666666667
58620,10,10.0,121062,0,13050,36,11.65,1091408135,0,1,1091407229,721873101,29,15,40100.0,17449.0,A4,0,0.06666666666666667
58621,8,5.0,101013,0,10400,36,13.6,1101947301,0,0,1101947650,921629872,29,15,39100.0,11638.0,A5,0,0.0
58622,7,5.0,161182,0,25500,36,6.2,1151800773,0,0,1151800891,669170500,29,15,79700.0,35059.0,A1,0,0.0
58623,7,0.0,191307,0,26100,60,15.0,1136160505,0,0,1136161163,666662692,29,15,43700.0,32761.0,B2,0,0.0
58624,7,0.0,552152,1,15350,36,14.3,1130891024,0,0,1149036411,979606133,7,4,15000.0,12867.0,B2,0,0.0
58625,7,5.0,221380,1,10400,60,15.45,1162426919,0,1,1237596287,971654775,7,4,8200.0,6231.0,B3,0,0.25
58626,9,2.0,271565,2,5200,36,11.6,1138838637,0,0,1138840621,771727956,7,4,7300.0,5068.0,A5,0,0.0
58627,9,0.0,351771,1,11050,36,21.1,1172881633,0,0,1211761641,995244630,7,4,8000.0,7926.0,C3,0,0.0
58628,7,5.0,231396,1,11050,36,13.15,1165019132,0,1,1211675097,774320113,7,4,16200.0,6737.0,B1,0,0.25
58629,6,0.0,131101,0,10400,36,11.0,1162426985,0,0,1172796488,1053131738,7,4,14000.0,9055.0,A4,0,0.0
58630,6,Unknown,201327,1,7000,36,13.1,1178150447,0,0,1196295141,903225954,7,4,10300.0,6012.0,B1,1,0.0
58631,8,1.0,231420,1,2850,36,14.75,1138839186,0,1,1164760381,813889767,7,4,6200.0,2347.0,B2,0,0.25
58632,8,6.0,101009,1,7000,36,6.35,1143936929,0,0,1146528145,590372727,7,4,25600.0,6980.0,A1,0,0.0
58633,8,5.0,201324,0,7000,36,7.25,1165020852,0,0,1165019687,519264270,7,4,11300.0,7015.0,A2,0,0.0
58634,10,2.0,271558,0,7000,36,15.35,1170375445,0,0,1170376991,861150948,24,7,17200.0,11763.0,B2,0,0.0
58635,9,10.0,181251,0,10400,36,9.7,1112401701,0,0,1161650203,624500581,24,7,15400.0,5296.0,A3,0,0.0
58636,10,7.0,281584,0,23000,36,10.65,1088729551,0,0,1088728020,690336145,24,7,34200.0,28215.0,A3,0,0.0
58637,10,6.0,181233,1,11050,36,7.55,1130892234,0,0,1169770343,674440783,24,7,12200.0,7367.0,A2,0,0.0
58638,10,3.0,181224,1,21300,36,15.6,1104625991,0,1,1159057214,737512916,24,7,11700.0,9888.0,B2,0,0.14285714285714285
58639,8,10.0,331713,2,11050,36,6.85,1159749163,0,0,1190851329,479781875,24,7,31600.0,8316.0,A1,0,0.0
58640,6,Unknown,471991,0,16500,60,15.5,1136162140,0,0,1182817134,671848229,24,7,29000.0,13987.0,B3,1,0.0
58641,9,10.0,241455,1,8900,36,7.95,1141258755,0,0,1141260685,524536580,24,7,22100.0,16146.0,A2,0,0.0
58642,10,10.0,321701,0,11050,36,9.75,1104624068,0,1,1130545178,700706590,24,7,14100.0,9048.0,A3,0,0.14285714285714285
58643,9,10.0,331725,0,11050,60,10.05,1159748734,0,0,1208995349,416708114,25,15,51300.0,8868.0,A4,0,0.0
58644,7,4.0,121061,0,21300,36,17.7,1146531369,0,0,1146528664,203731837,25,15,118000.0,62179.0,B4,0,0.0
58645,6,10.0,191298,1,26100,36,5.3,1170377606,0,0,1191113710,492999469,25,15,113300.0,20047.0,A0,0,0.0
58646,6,6.0,311665,1,7600,36,12.35,1143937828,0,0,1143937891,103767195,25,15,18000.0,7741.0,B0,0,0.0
58647,8,10.0,131104,0,5200,36,8.8,1259714646,0,1,1275266827,545619194,25,15,55900.0,4354.0,A2,0,0.06666666666666667
58648,8,3.0,121068,1,10400,36,15.5,1138841116,0,1,1138841862,542940182,25,15,41200.0,14495.0,B3,0,0.06666666666666667
58649,6,10.0,101032,0,21300,36,10.9,1157157856,0,1,1157157679,748139830,15,5,23400.0,22794.0,A4,0,0.2
58650,8,10.0,201322,1,15350,36,9.75,1165020115,0,0,1165017743,366769365,15,5,24400.0,23389.0,A4,0,0.0
58651,10,2.0,191310,0,29900,60,17.7,1091404962,0,1,1091408056,366768647,15,5,47500.0,42852.0,B3,0,0.2
58652,10,2.0,562163,2,5300,36,17.85,1188777793,0,0,1222475731,840155286,15,5,5000.0,3468.0,B3,0,0.0
58653,6,Unknown,311673,0,33050,60,18.4,1178151738,0,0,1266280412,101091215,15,5,22000.0,19403.0,B4,1,0.0
58654,9,10.0,241455,2,15950,60,13.85,1146531135,0,1,1268353723,692931469,15,5,7500.0,4745.0,B2,0,0.2
58655,10,0.0,171191,0,2850,36,10.0,1022979402,0,1,1105923064,535075555,15,5,17400.0,451.0,A3,0,0.2
58656,10,0.0,361791,0,15350,60,17.35,1243901268,0,0,1243902415,905905975,31,14,45700.0,18362.0,B3,0,0.0
58657,8,3.0,401852,1,16500,36,10.95,1186101229,0,0,1196469086,816566830,31,14,35200.0,16646.0,A4,0,0.0
58658,10,4.0,301653,2,3700,36,21.4,1188781130,0,1,1269132181,1079398207,31,14,7000.0,766.0,B5,0,0.07142857142857142
58659,10,10.0,101019,0,33050,36,9.7,1170376334,0,0,1170375338,374718160,31,14,70200.0,54050.0,A4,0,0.0
58660,7,7.0,181231,2,33050,36,12.95,1243901039,0,0,1243901197,1000599978,16,5,,1.0,B0,0,0.0
58661,9,10.0,441926,0,8900,36,13.7,1162426765,0,0,1162429062,829615490,16,5,21500.0,17626.0,B2,0,0.0
58662,9,4.0,482004,1,26100,60,13.3,1138838585,0,0,1195862715,324692441,16,5,19800.0,17699.0,B1,0,0.0
58663,6,Unknown,181242,1,1800,36,21.65,1212365856,0,1,1212364869,658716315,16,5,5700.0,5370.0,B5,1,0.2
58664,10,4.0,311665,2,11050,36,11.1,1080865403,0,1,1080866865,574474026,16,5,40600.0,28153.0,A3,0,0.2
58665,10,5.0,552154,1,11050,60,22.75,1204416861,0,0,1305504267,958438586,15,12,9400.0,5976.0,C1,0,0.0
58666,10,6.0,141137,0,11050,36,11.6,1038787684,0,0,1038790516,869011261,15,12,21700.0,16872.0,A4,0,0.0
58667,9,0.0,241454,1,21300,36,12.85,1112400913,0,0,1127955306,903226587,15,12,20800.0,17533.0,A5,0,0.0
58668,10,10.0,361781,1,11050,36,10.95,938909617,0,0,938911175,724466142,15,12,41000.0,16099.0,A4,0,0.0
58669,10,6.0,461967,2,26100,60,22.5,1083457881,0,0,1122336123,753410682,15,12,25800.0,21351.0,C5,0,0.0
58670,8,10.0,161181,1,15950,36,16.1,1214957261,0,1,1246063534,913768218,15,12,26300.0,11541.0,B2,0,0.08333333333333333
58671,9,4.0,451941,0,23000,60,14.0,1138841475,0,1,1232153331,632451158,32,13,18600.0,12035.0,B2,0,0.07692307692307693
58672,8,5.0,181225,1,5300,36,9.7,1109721739,0,0,1109724630,740190390,32,13,33600.0,19383.0,A3,0,0.0
58673,10,3.0,231397,0,10400,36,9.0,965176382,0,0,965176074,561427359,32,13,62200.0,27397.0,A2,0,0.0
58674,8,8.0,241478,0,26100,36,25.05,1220314591,0,0,1228089615,745462392,32,13,27800.0,23714.0,C3,0,0.0
58675,8,5.0,371805,1,20900,36,6.05,1114992394,0,0,1177203351,700706439,32,13,80300.0,7864.0,A0,0,0.0
58676,8,10.0,151166,1,13050,60,8.75,1130890517,0,0,1136076652,800669768,32,13,52700.0,12691.0,A3,0,0.0
58677,8,2.0,171191,0,15950,36,8.15,1157157636,0,0,1157157988,621908565,32,13,83700.0,33647.0,A3,0,0.0
58678,10,10.0,101021,0,29900,36,19.3,1091405814,0,0,1093997473,682388710,32,13,48100.0,29963.0,B4,0,0.0
58679,6,10.0,121062,1,25500,60,8.8,1259715496,0,0,1259712013,421977962,32,13,67500.0,38804.0,A2,0,0.0
58680,7,10.0,241456,0,9850,36,14.5,1183422011,0,1,1191199677,624499616,32,13,15600.0,8572.0,B2,0,0.07692307692307693
58681,8,0.0,401854,0,15350,36,9.55,1243901826,1,0,1285374722,829614835,32,14,31600.0,8868.0,A3,0,0.0
58682,6,Unknown,121078,2,21300,60,22.15,1080867333,0,0,1163811541,513996722,32,14,32400.0,12075.0,C4,1,0.0
58683,9,3.0,341744,0,23000,36,9.1,1146528164,0,0,1146530589,692931467,32,14,38000.0,30377.0,A3,0,0.0
58684,10,0.0,241451,0,33050,60,14.05,1167697429,0,0,1219537467,235270213,32,14,45700.0,25998.0,B2,0,0.0
58685,8,5.0,552154,0,11050,36,7.15,1125621258,0,0,1125621374,869014653,32,14,25800.0,13740.0,A1,0,0.0
58686,7,1.0,311669,1,11050,36,10.75,1165018238,0,1,1172794284,982283714,32,14,24900.0,11370.0,A4,0,0.07142857142857142
58687,8,10.0,161182,0,23000,60,14.0,1183423408,0,0,1253407942,792893299,32,14,61100.0,15326.0,B1,0,0.0
58688,10,10.0,201326,0,10400,36,16.9,1188779231,1,0,1217291460,808618190,32,14,25600.0,7470.0,B3,0,0.0
58689,9,7.0,181225,1,11050,36,16.1,1096677013,0,0,1114822741,798079707,32,14,20600.0,10169.0,B2,0,0.0
58690,10,0.0,552152,1,11050,36,7.3,1225586890,0,0,1225584276,874369988,32,14,91000.0,21006.0,A2,0,0.0
58691,10,6.0,251517,0,21300,36,12.05,1112403565,0,0,1112401300,393033722,32,14,51100.0,20837.0,A4,0,0.0
58692,6,Unknown,401852,0,25500,60,8.7,1136160150,0,1,1136162317,687658922,32,14,52300.0,28820.0,A3,1,0.07142857142857142
58693,9,1.0,211359,0,7600,36,12.35,1109722081,0,0,1153788435,716602801,29,9,13100.0,4284.0,A4,0,0.0
58694,8,4.0,181236,0,15350,36,7.95,1141259231,0,1,1193100865,306376684,29,9,23200.0,7392.0,A2,0,0.1111111111111111
58695,9,8.0,401852,1,29900,36,14.4,1104626644,0,0,1104625953,95992282,29,9,39500.0,32659.0,B1,0,0.0
58696,8,4.0,191311,1,16500,36,13.1,1178150719,0,0,1178151440,798080082,13,11,55100.0,29505.0,B1,0,0.0
58697,6,Unknown,321691,1,10400,36,13.75,1172881340,0,0,1172883095,997921121,13,11,18400.0,12983.0,B1,1,0.0
58698,10,10.0,311682,0,5200,36,12.2,1080867546,0,1,1080867130,477360131,13,11,15700.0,8350.0,A4,0,0.09090909090909091
58699,7,7.0,482003,1,5950,36,9.1,1154479411,0,0,1154478415,140575338,13,11,25500.0,8387.0,A3,0,0.0
58700,6,3.0,151168,0,15350,60,18.95,1214959420,0,0,1269388877,879639205,13,11,13000.0,11345.0,B4,0,0.0
58701,9,5.0,471982,0,17500,36,7.9,1154478310,0,0,1164846911,811298070,13,11,39700.0,15438.0,A2,0,0.0
58702,10,3.0,101010,0,15350,36,14.85,1128211602,0,1,1177460049,989973058,13,11,23000.0,7956.0,B2,0,0.09090909090909091
58703,10,4.0,451944,0,29900,36,12.0,1073090060,0,0,1073090974,527213271,30,15,53100.0,31679.0,A4,0,0.0
58704,9,1.0,572175,1,5200,36,8.45,1172882648,0,0,1172883355,787539279,30,15,13000.0,5612.0,A3,0,0.0
58705,7,0.0,121068,2,25500,36,10.05,1159750049,0,1,1159747311,687658565,30,15,53700.0,39572.0,A4,0,0.06666666666666667
58706,9,6.0,311662,2,5300,36,7.9,1209688983,0,0,1209687589,687658142,30,15,39100.0,13082.0,A2,0,0.0
58707,8,10.0,181233,0,21300,60,11.3,1165018819,0,0,1165020931,356228437,30,15,40600.0,25115.0,A5,0,0.0
58708,8,2.0,361789,0,20900,36,10.95,1143939517,0,0,1143936589,679712033,30,15,58700.0,40276.0,A4,0,0.0
58709,9,1.0,181227,0,7200,36,11.85,1214958373,0,1,1214958158,787536248,30,15,33700.0,13513.0,A5,0,0.06666666666666667
58710,9,9.0,311661,1,2850,36,7.95,1149208902,0,1,1149206481,840156863,30,15,29300.0,4269.0,A2,0,0.06666666666666667
58711,6,Unknown,522086,0,15350,36,12.3,1138838619,0,0,1138841654,727145996,31,10,19100.0,18220.0,B0,1,0.0
58712,7,10.0,181227,0,20900,60,10.9,1096677856,0,0,1143331656,598234761,31,10,43400.0,15940.0,A3,0,0.0
58713,9,10.0,371815,0,15350,60,15.75,1096676803,0,0,1143331219,353549272,31,10,19800.0,11697.0,B1,0,0.0
58714,7,2.0,121062,1,7200,36,5.35,1196641079,0,1,1196641133,845426188,31,10,33300.0,13483.0,A0,0,0.1
58715,8,5.0,311661,1,15950,36,7.95,1159747676,0,0,1167526652,690338856,31,10,28100.0,15029.0,A2,0,0.0
58716,8,4.0,211354,0,21300,36,10.7,1172881943,1,0,1232497715,826937279,31,10,17900.0,8305.0,A4,0,0.0
58717,7,8.0,542134,0,10400,36,8.4,1167699037,0,1,1167697919,645495343,31,10,20800.0,16721.0,A3,0,0.1
58718,9,3.0,221371,2,5200,36,13.25,1114992060,0,0,1148691048,650767005,31,10,13300.0,3496.0,B1,0,0.0
58719,9,10.0,251523,0,5950,36,10.5,1130892144,0,0,1130889782,548211543,31,10,25100.0,15737.0,A4,0,0.0
58720,10,4.0,341747,2,15950,60,12.5,1041467620,0,0,1080347151,508898800,31,10,34100.0,12880.0,A4,0,0.0
58721,6,7.0,241451,0,15350,60,9.2,1146530985,0,0,1177633230,805940916,31,10,26300.0,12659.0,A3,0,0.0
58722,8,10.0,572181,1,5300,36,11.9,1217638292,0,1,1217638313,721873027,31,10,45400.0,45051.0,A5,0,0.1
58723,6,2.0,421897,1,10400,36,7.55,1101948118,0,1,1148604570,553480510,33,13,21300.0,5361.0,A1,0,0.07692307692307693
58724,7,8.0,201322,0,5950,36,6.5,1130892382,0,0,1195692789,537754380,33,13,36500.0,2005.0,A1,0,0.0
58725,10,10.0,131107,1,15350,36,14.0,1186101629,0,0,1248309438,771725222,33,13,23500.0,5877.0,B1,0,0.0
58726,8,10.0,301652,0,16500,36,12.5,1165017835,0,0,1177980899,174787618,33,13,21700.0,16121.0,B1,0,0.0
58727,6,2.0,461961,0,15350,60,18.3,1159750403,0,1,1185668445,742782195,33,13,25900.0,13449.0,C1,0,0.07692307692307693
58728,10,10.0,231397,1,15950,60,21.05,1083458622,0,0,1083458790,674438544,33,13,25500.0,16744.0,C2,0,0.0
58729,7,10.0,241469,2,10400,36,6.1,1225584694,0,1,1292978534,303699372,33,13,28400.0,3033.0,A1,0,0.07692307692307693
58730,8,4.0,191314,0,10050,36,9.65,1107303479,0,0,1172105958,653446521,33,13,12200.0,3960.0,A3,0,0.0
58731,8,9.0,201328,0,15350,60,16.1,1136160093,0,0,1257986168,111630384,33,13,14400.0,4359.0,B3,0,0.0
58732,10,9.0,512062,0,16500,36,8.85,1112401977,0,0,1146097500,737512286,33,13,14100.0,12061.0,A2,0,0.0
58733,8,10.0,311661,1,7200,36,13.9,1196643080,0,0,1225154212,627177881,33,13,19400.0,6090.0,B1,0,0.0
58734,6,4.0,291622,1,10400,36,9.4,1225586809,0,0,1269651455,303696501,33,13,23000.0,5747.0,A3,0,0.0
58735,9,2.0,211347,1,15350,36,12.0,1214959375,0,0,1277167027,679709403,17,13,11600.0,5931.0,A5,0,0.0
58736,8,10.0,401860,0,15950,36,17.3,1235953709,0,0,1235954322,832205588,17,13,31400.0,17387.0,B3,0,0.0
58737,6,8.0,271557,2,21300,36,11.55,1196640802,0,0,1240706802,979604793,17,13,32300.0,11843.0,A5,0,0.0
58738,9,3.0,241454,0,10400,36,7.45,1204416391,0,0,1271811415,976926289,17,13,66700.0,3067.0,A2,0,0.0
58739,8,9.0,181232,2,11050,36,15.75,1154479493,0,1,1154477265,776996496,17,13,23100.0,16237.0,B3,0,0.07692307692307693
58740,10,1.0,121073,0,29900,36,5.3,1207097061,0,1,1282265331,656035248,17,13,107700.0,6997.0,A0,0,0.07692307692307693
58741,9,10.0,542134,0,15350,36,13.85,1207097739,0,0,1227833565,771728286,27,8,20100.0,12346.0,B1,0,0.0
58742,8,10.0,271562,0,2850,36,7.05,1196642340,0,0,1196640246,453516237,27,8,16400.0,12716.0,A1,0,0.0
58743,8,10.0,211349,1,3700,36,7.4,1217635559,0,0,1217635381,298428765,27,8,32200.0,7978.0,A2,0,0.0
58744,8,10.0,461966,0,10400,60,12.45,1130889648,0,1,1138668466,682387816,27,8,14000.0,9706.0,B0,0,0.125
58745,10,0.0,101015,1,10400,60,14.2,1017708511,0,0,1043626118,674439085,27,8,10500.0,8810.0,B2,0,0.0
58746,8,10.0,131106,0,29900,36,13.9,1120265197,0,1,1177287732,424658437,27,8,22900.0,13959.0,B1,0,0.125
58747,6,Unknown,311683,0,15350,36,5.3,1170376952,0,0,1206663372,556160107,27,8,40600.0,9724.0,A0,1,0.0
58748,9,3.0,181234,2,12950,36,8.85,1104626144,0,1,1104625551,550889609,20,14,55400.0,19053.0,A2,0,0.07142857142857142
58749,8,1.0,121061,0,10400,36,14.55,1188779778,0,0,1201739889,261533683,20,14,23800.0,8947.0,B2,0,0.0
58750,9,0.0,121065,0,5950,36,11.4,1188780523,0,0,1188778605,892686108,20,14,27500.0,19843.0,A5,0,0.0
