id,all_txn_cnt,all_net_sum,all_net_mean,all_net_std,all_abs_mean,all_abs_p50,all_abs_p90,all_abs_max,all_abs_min,all_in_cnt,all_in_sum,all_in_mean,all_out_cnt,all_out_sum,all_out_mean,all_out_in_ratio,all_avg_ticket,all_large_cnt_ratio,all_wknd_ratio,all_night_ratio,all_active_days,all_avg_gap_days,all_days_since_last,win30d_txn_cnt,win30d_net_sum,win30d_net_mean,win30d_net_std,win30d_abs_mean,win30d_abs_p50,win30d_abs_p90,win30d_abs_max,win30d_abs_min,win30d_in_cnt,win30d_in_sum,win30d_in_mean,win30d_out_cnt,win30d_out_sum,win30d_out_mean,win30d_out_in_ratio,win30d_avg_ticket,win30d_large_cnt_ratio,win30d_wknd_ratio,win30d_night_ratio,win30d_active_days,win30d_avg_gap_days,win30d_days_since_last,win60d_txn_cnt,win60d_net_sum,win60d_net_mean,win60d_net_std,win60d_abs_mean,win60d_abs_p50,win60d_abs_p90,win60d_abs_max,win60d_abs_min,win60d_in_cnt,win60d_in_sum,win60d_in_mean,win60d_out_cnt,win60d_out_sum,win60d_out_mean,win60d_out_in_ratio,win60d_avg_ticket,win60d_large_cnt_ratio,win60d_wknd_ratio,win60d_night_ratio,win60d_active_days,win60d_avg_gap_days,win60d_days_since_last,win90d_txn_cnt,win90d_net_sum,win90d_net_mean,win90d_net_std,win90d_abs_mean,win90d_abs_p50,win90d_abs_p90,win90d_abs_max,win90d_abs_min,win90d_in_cnt,win90d_in_sum,win90d_in_mean,win90d_out_cnt,win90d_out_sum,win90d_out_mean,win90d_out_in_ratio,win90d_avg_ticket,win90d_large_cnt_ratio,win90d_wknd_ratio,win90d_night_ratio,win90d_active_days,win90d_avg_gap_days,win90d_days_since_last
3481,78,-17917.94,-229.71717948717946,608.8044560755086,431.50564102564107,315.01,920.1019999999988,3135.49,17.3,6.0,7869.75,1311.625,72.0,25787.69,358.16236111111107,3.2768118423994643,431.50564102564107,0.0,0.2948717948717949,1.0,70,2.3506493506493507,1490,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3482,30,3716.87,123.89566666666666,1823.9118283261835,915.2043333333334,280.355,2826.1610000000032,5399.5,12.08,3.0,15586.5,5195.5,27.0,11869.63,439.6159259259259,0.7615327366142794,915.2043333333334,0.09999999666666677,0.2,1.0,30,5.551724137931035,2391,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3486,88,-19475.35,-221.31079545454543,797.919507347143,502.3005681818182,302.62,1107.2299999999982,3797.81,21.33,6.0,12363.55,2060.5916666666667,82.0,31838.9,388.27926829268296,2.575223135541554,502.3005681818182,0.011363636234504135,0.3409090909090909,1.0,73,1.9425287356321839,1471,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3488,96,14295.79,148.91447916666667,2507.6571448227883,1009.0386458333334,286.04999999999995,3198.7650000000003,9996.88,0.97,6.0,55581.75,9263.625,90.0,41285.96,458.73288888888885,0.7427970511769997,1009.0386458333334,0.10416666558159723,0.2916666666666667,1.0,89,1.9052631578947368,1123,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3489,50,12692.44,253.8488,1580.4163755506759,791.9756,237.085,3960.5370000000003,4930.9,4.72,6.0,26145.61,4357.6016666666665,44.0,13453.17,305.75386363636363,0.5145479489476609,791.9756,0.11999999760000006,0.3,1.0,42,3.2857142857142856,2660,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3490,52,20961.370000000003,403.1032692307693,2515.6124751028374,1225.2536538461538,354.31,6325.4689999999955,7829.63,6.13,6.0,42337.28,7056.213333333333,46.0,21375.91,464.6936956521739,0.5048956853037112,1225.2536538461538,0.13461538202662726,0.23076923076923078,1.0,44,3.764705882352941,4376,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3493,79,-13923.75,-176.25,915.6833605228728,517.9431645569621,269.25,2153.23,3384.76,0.0,6.0,13496.880000000001,2249.48,72.0,27420.63,380.84208333333333,2.0316273092720962,517.9431645569621,0.0,0.2911392405063291,1.0,64,1.9743589743589745,3230,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3494,84,39708.32,472.71809523809526,3094.847236678582,1152.662857142857,285.79999999999995,1086.367000000002,12389.3,0.82,6.0,68266.0,11377.666666666666,78.0,28557.68,366.12410256410254,0.41832947586765995,1152.662857142857,0.08333333234126986,0.2857142857142857,1.0,77,2.0963855421686746,2315,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3495,60,32530.65,542.1775,2430.5469537866247,1005.5048333333333,282.765,1839.4010000000085,8409.92,3.31,6.0,46430.47,7738.411666666667,54.0,13899.82,257.40407407407406,0.29936849658641473,1005.5048333333333,0.09999999833333337,0.23333333333333334,1.0,53,3.016949152542373,2440,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3497,83,62863.9,757.3963855421687,4085.0521512647338,1430.1807228915663,304.65,1148.7859999999985,16579.22,1.06,6.0,90784.45,15130.741666666667,77.0,27920.55,362.6045454545455,0.3075477132889218,1430.1807228915663,0.09638554100740312,0.30120481927710846,1.0,73,2.3048780487804876,4105,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3498,73,52866.15,724.1938356164384,3326.4537412083414,1200.8702739726027,268.62,838.5419999999988,13286.0,1.08,6.0,70264.84,11710.806666666665,67.0,17398.69,259.68194029850747,0.24761587729727108,1200.8702739726027,0.08219177969600303,0.273972602739726,1.0,62,2.611111111111111,3072,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3502,114,-5323.39,-46.69640350877193,1606.56928342878,685.4565789473685,264.075,1428.7650000000006,6603.33,2.81,6.0,36409.33,6068.221666666667,108.0,41732.72,386.4140740740741,1.1462095017638003,685.4565789473685,0.07894736772853186,0.2631578947368421,1.0,98,1.5309734513274336,2039,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3503,20,1419.43,70.9715,1858.8538119957998,940.2115,356.005,3615.316000000002,5175.08,3.54,2.0,10111.83,5055.915,18.0,8692.4,482.9111111111111,0.8596267934825222,940.2115,0.09999999500000024,0.15,1.0,18,9.421052631578947,3171,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3505,90,-1492.8099999999993,-16.58677777777777,1494.7599027244712,696.6287777777777,307.99,1909.602000000008,5481.53,3.07,6.0,30601.89,5100.315,84.0,32094.7,382.07976190476194,1.0487816275057267,696.6287777777777,0.07777777691358026,0.2777777777777778,1.0,82,1.9662921348314606,2109,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3506,89,-9402.92,-105.65078651685393,1165.1499964764823,600.7856179775281,287.48,1651.2580000000005,4206.53,1.93,6.0,22033.5,3672.25,83.0,31436.420000000002,378.7520481927711,1.4267556220561075,600.7856179775281,0.022471909859866183,0.25842696629213485,1.0,75,1.8977272727272727,1285,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3507,59,28164.82,477.3698305084746,2684.1929859299403,1189.7996610169491,314.17,3842.666000000013,8787.5,0.0,6.0,49181.5,8196.916666666666,49.0,21016.68,428.9118367346939,0.4273289753173993,1189.7996610169491,0.10169491353059469,0.3050847457627119,1.0,53,3.0689655172413794,3069,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3508,78,20206.51,259.0578205128205,2172.1855736858565,913.5098717948719,330.475,980.757,8693.23,3.83,6.0,45730.14,7621.69,72.0,25523.63,354.4948611111111,0.5581358377525603,913.5098717948719,0.07692307593688365,0.3076923076923077,1.0,68,2.272727272727273,2962,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3511,90,17898.07,198.86744444444443,1835.5900537126747,728.5843333333333,274.98,512.33,7635.33,4.02,6.0,41735.33,6955.888333333333,84.0,23837.260000000002,283.7769047619048,0.5711530254925227,728.5843333333333,0.06666666592592593,0.28888888888888886,1.0,78,1.8651685393258426,1625,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3512,62,17019.7,274.51129032258063,1533.888165782035,674.3758064516129,271.82000000000005,470.681,5161.0,0.58,6.0,29415.5,4902.583333333333,56.0,12395.8,221.35357142857143,0.42140368171809406,674.3758064516129,0.09677419198751304,0.1935483870967742,1.0,47,2.459016393442623,2715,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3513,100,43558.259999999995,435.58259999999996,2834.3061480849174,952.6440000000001,287.385,504.91299999999995,12452.92,2.74,6.0,69411.33,11568.555,94.0,25853.07,275.0326595744681,0.37246181566651354,952.6440000000001,0.05999999940000001,0.27,1.0,82,1.6363636363636365,3159,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3515,54,17176.899999999998,318.0907407407407,2628.2262500364336,1062.3303703703705,309.66,2357.1020000000017,9527.63,1.33,4.0,37271.369999999995,9317.842499999999,50.0,20094.47,401.8894,0.5391395593846124,1062.3303703703705,0.07407407270233199,0.3333333333333333,1.0,51,3.339622641509434,1701,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3516,62,-24706.87,-398.49790322580645,958.2038740475816,511.36725806451614,289.855,506.539,4019.84,0.85,1.0,3498.95,3498.95,61.0,28205.82,462.3904918032787,8.06122407920627,511.36725806451614,0.03225806399583768,0.3064516129032258,1.0,58,2.7540983606557377,3531,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3518,70,1800.8999999999999,25.727142857142855,984.8884560253555,501.46485714285717,264.625,1168.3260000000016,3354.75,2.7,6.0,18451.72,3075.286666666667,64.0,16650.82,260.1690625,0.9023993426681957,501.46485714285717,0.0,0.24285714285714285,1.0,62,2.608695652173913,3169,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3519,67,25379.38,378.7967164179105,2085.8250360515276,866.3540298507463,298.63,503.072,7687.3,5.36,6.0,41712.55,6952.091666666667,61.0,16333.17,267.75688524590163,0.3915648887351273,866.3540298507463,0.08955223746936959,0.2835820895522388,1.0,58,2.8636363636363638,2887,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3522,98,3375.220000000005,34.44102040816331,2282.8258645514175,986.5997959183674,298.38,3295.084999999999,9372.95,3.25,6.0,50031.0,8338.5,92.0,46655.78,507.12804347826085,0.9325374267767477,986.5997959183674,0.09183673375676803,0.29591836734693877,1.0,91,1.865979381443299,1245,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3523,72,5464.639999999999,75.89777777777778,1045.5459566707173,503.87722222222214,252.04500000000002,645.2769999999998,3711.4,5.3,6.0,20871.9,3478.65,66.0,15407.26,233.44333333333333,0.7381819575247973,503.87722222222214,0.013888888695987657,0.3055555555555556,1.0,62,2.2253521126760565,1207,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3524,54,7103.560000000001,131.54740740740743,1269.9062972387908,649.8211111111112,242.98,2938.9600000000023,4019.05,1.59,6.0,21096.95,3516.1583333333333,48.0,13993.39,291.5289583333333,0.6632897172025676,649.8211111111112,0.037037036351165994,0.2962962962962963,1.0,44,3.358490566037736,1644,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3525,62,-2837.9400000000005,-45.77322580645162,1051.8252694522396,600.5893548387097,300.49,2596.0539999999983,3053.87,0.86,6.0,17199.3,2866.5499999999997,56.0,20037.239999999998,357.80785714285713,1.1650032268077768,600.5893548387097,0.0,0.27419354838709675,1.0,52,2.622950819672131,1445,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3526,72,18821.86,261.4147222222222,1996.9992283099023,859.1594444444445,274.57,1590.5829999999999,7530.67,2.37,6.0,40340.67,6723.445,66.0,21518.81,326.0425757575758,0.533427184017186,859.1594444444445,0.08333333217592595,0.2638888888888889,1.0,64,2.408450704225352,1889,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3528,92,19965.140000000003,217.01239130434786,2400.718500235802,953.609347826087,285.095,2068.2120000000023,9732.67,2.52,6.0,53848.6,8974.766666666666,86.0,33883.46,393.99372093023254,0.6292356718535072,953.609347826087,0.07608695569470701,0.2717391304347826,1.0,82,1.8461538461538463,3536,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3529,54,25139.44,465.5451851851852,2000.3060076150616,877.3311111111111,301.595,4000.986000000014,6521.67,7.18,6.0,36257.66,6042.943333333334,48.0,11118.22,231.62958333333333,0.3066447200313907,877.3311111111111,0.11111110905349798,0.2962962962962963,1.0,47,3.4339622641509435,3928,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3531,53,6366.77,120.1277358490566,1447.4757740760576,755.1216981132075,289.51,3320.280000000002,4111.88,1.1,6.0,23194.11,3865.685,47.0,16827.34,358.02851063829786,0.725500568863151,755.1216981132075,0.0943396208615166,0.2830188679245283,1.0,44,2.9615384615384617,2071,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3533,44,7753.079999999999,176.20636363636362,2783.250519067372,959.0136363636364,291.30499999999995,681.3280000000002,12615.17,0.06,2.0,24974.84,12487.42,42.0,17221.760000000002,410.0419047619048,0.6895643775619958,959.0136363636364,0.04545454442148763,0.3409090909090909,1.0,41,3.2093023255813953,2409,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3534,75,-5526.139999999999,-73.68186666666666,1618.7682025320676,846.6152,295.18,3238.3340000000044,5346.0,2.04,6.0,28985.0,4830.833333333333,69.0,34511.14,500.1614492753623,1.1906551664243348,846.6152,0.09333333208888892,0.29333333333333333,1.0,66,2.527027027027027,2797,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3535,81,42312.68,522.3787654320988,3134.1858645234265,1166.236049382716,276.67,954.25,12452.09,1.18,6.0,68388.9,11398.15,75.0,26076.22,347.6829333333333,0.38129316306620975,1166.236049382716,0.07407407315957934,0.2716049382716049,1.0,70,2.2125,2858,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3536,77,-12546.01,-162.9351948051948,797.5947664608996,473.59415584415586,280.0,1296.9020000000055,3635.42,0.94,6.0,11960.369999999999,1993.3949999999998,71.0,24506.38,345.16028169014083,2.048965040207873,473.59415584415586,0.0,0.2727272727272727,1.0,67,2.223684210526316,1313,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3537,60,22988.08,383.1346666666667,2383.0514168137142,844.9543333333334,274.925,472.10100000000006,9521.42,0.45,4.0,36842.67,9210.6675,56.0,13854.59,247.40339285714285,0.3760473928633281,844.9543333333334,0.06666666555555557,0.3,1.0,56,3.0,2858,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3538,82,-7423.61,-90.53182926829268,1099.9234061853538,563.8659756097561,271.44,2323.7640000000115,3568.79,0.0,6.0,19406.7,3234.4500000000003,71.0,26830.31,377.89169014084507,1.3825281989528087,563.8659756097561,0.0,0.2804878048780488,1.0,72,2.1481481481481484,2892,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3539,81,26335.8,325.1333333333333,2438.247638410114,969.2444444444445,284.17,1069.95,9584.17,4.01,6.0,52422.3,8737.050000000001,75.0,26086.5,347.82,0.49762219512502076,969.2444444444445,0.07407407315957934,0.3333333333333333,1.0,72,2.2125,2339,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3540,64,6478.94,101.2334375,1675.4918371528324,827.0178125,332.695,3507.036000000001,5627.62,4.0,6.0,29704.04,4950.673333333333,58.0,23225.1,400.43275862068964,0.7818835417410599,827.0178125,0.09374999853515628,0.28125,1.0,54,2.873015873015873,2580,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3542,72,-11631.08,-161.5427777777778,728.8415499419285,434.37083333333334,286.875,508.50699999999995,2968.99,6.06,4.0,9821.81,2455.4525,68.0,21452.89,315.48367647058825,2.184209427571475,434.37083333333334,0.0,0.3055555555555556,1.0,65,2.3943661971830985,1037,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3543,64,14097.919999999998,220.27999999999997,2185.7752814192704,934.350625,297.73,2892.373000000002,7803.9,4.6,5.0,36948.18,7389.636,59.0,22850.260000000002,387.29254237288137,0.6184407459144553,934.350625,0.07812499877929689,0.34375,1.0,58,2.8253968253968256,2308,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3545,86,1675.13,19.47825581395349,1237.373887397102,585.9998837209303,299.105,518.145,4810.68,1.34,6.0,26035.559999999998,4339.259999999999,80.0,24360.43,304.505375,0.9356599204727819,585.9998837209303,0.0697674410492158,0.27906976744186046,1.0,76,2.1294117647058823,2123,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3546,60,37986.98,633.1163333333334,2862.5973036725068,1180.6743333333332,278.26,2676.930000000009,9964.42,0.0,6.0,54413.72,9068.953333333333,48.0,16426.74,342.22375000000005,0.30188599492367213,1180.6743333333332,0.09999999833333337,0.26666666666666666,1.0,50,2.9322033898305087,2471,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3547,93,59783.899999999994,642.8376344086021,4502.379988491691,1601.7503225806452,316.94,2929.3859999999995,19021.67,1.45,6.0,104373.34,17395.556666666667,87.0,44589.44,512.5222988505748,0.4272110100105333,1601.7503225806452,0.08602150445138168,0.2903225806451613,1.0,82,1.7717391304347827,2542,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
3548,44,-931.73,-21.17568181818182,1234.2788163197988,653.1379545454546,287.565,2732.247000000002,3835.55,11.6,4.0,13903.17,3475.7925,40.0,14834.9,370.8725,1.06701565174942,653.1379545454546,0.04545454442148763,0.25,1.0,40,4.116279069767442,939,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
