feature,importance,fold,seed
ratio__issue_time__over__amt_90d_sum,0.0,3,42
ratio__issue_time__over__amt_60d_sum,0.0,3,42
ratio__issue_time__over__out_amt_sum,0.0,3,42
ratio__zip_code__over__balance_limit,1.8903082071991701,3,42
ratio__zip_code__over__amt_30d_sum,0.0,3,42
ratio__zip_code__over__amt_180d_sum,0.0,3,42
ratio__zip_code__over__amt_365d_sum,0.0,3,42
ratio__zip_code__over__amt_sum,0.0,3,42
ratio__zip_code__over__amt_90d_sum,0.0,3,42
ratio__zip_code__over__amt_60d_sum,0.0,3,42
ratio__zip_code__over__out_amt_sum,0.0,3,42
ratio__balance_limit__over__amt_30d_sum,0.0,3,42
ratio__balance_limit__over__amt_180d_sum,0.0,3,42
ratio__balance_limit__over__amt_365d_sum,0.0,3,42
ratio__balance_limit__over__amt_sum,0.0,3,42
ratio__balance_limit__over__amt_90d_sum,0.0,3,42
ratio__balance_limit__over__amt_60d_sum,0.0,3,42
ratio__balance_limit__over__out_amt_sum,0.0,3,42
ratio__amt_30d_sum__over__amt_180d_sum,0.0,3,42
ratio__amt_30d_sum__over__amt_365d_sum,0.0,3,42
ratio__amt_30d_sum__over__amt_sum,0.0,3,42
ratio__amt_30d_sum__over__amt_90d_sum,0.0,3,42
ratio__amt_30d_sum__over__amt_60d_sum,0.0,3,42
ratio__amt_30d_sum__over__out_amt_sum,0.0,3,42
ratio__amt_180d_sum__over__amt_365d_sum,0.0,3,42
ratio__amt_180d_sum__over__amt_sum,0.0,3,42
ratio__amt_180d_sum__over__amt_90d_sum,0.0,3,42
ratio__amt_180d_sum__over__amt_60d_sum,0.0,3,42
ratio__amt_180d_sum__over__out_amt_sum,0.0,3,42
ratio__amt_365d_sum__over__amt_sum,0.0,3,42
ratio__amt_365d_sum__over__amt_90d_sum,0.0,3,42
ratio__amt_365d_sum__over__amt_60d_sum,0.0,3,42
ratio__amt_365d_sum__over__out_amt_sum,0.0,3,42
ratio__amt_sum__over__amt_90d_sum,0.0,3,42
ratio__amt_sum__over__amt_60d_sum,0.0,3,42
ratio__amt_sum__over__out_amt_sum,0.0,3,42
ratio__amt_90d_sum__over__amt_60d_sum,0.0,3,42
ratio__amt_90d_sum__over__out_amt_sum,0.0,3,42
ratio__amt_60d_sum__over__out_amt_sum,0.0,3,42
title,4.672027810782556,3,3407
career,4.4761130574502115,3,3407
zip_code,4.853742525224953,3,3407
residence,1.9069316968940015,3,3407
loan,2.8728278143728923,3,3407
term,2.2947659134166307,3,3407
interest_rate,9.751671150252792,3,3407
issue_time,3.069724551453246,3,3407
syndicated,0.0,3,3407
installment,0.07152454084196501,3,3407
record_time,4.184258747792984,3,3407
history_time,2.85666486284237,3,3407
total_accounts,3.6214534720820564,3,3407
balance_accounts,15.0995159143042,3,3407
balance_limit,2.6359117646326395,3,3407
balance,5.524719599936423,3,3407
level,2.953602665657155,3,3407
txn_count,0.0,3,3407
first_txn,0.0,3,3407
last_txn,0.0,3,3407
amt_sum,0.0,3,3407
amt_mean,0.0,3,3407
amt_std,0.0,3,3407
amt_min,0.0,3,3407
amt_max,0.0,3,3407
amt_median,0.0,3,3407
in_amt_sum,0.0,3,3407
in_amt_mean,0.0,3,3407
in_amt_std,0.0,3,3407
in_amt_min,0.0,3,3407
in_amt_max,0.0,3,3407
in_amt_median,0.0,3,3407
out_amt_sum,0.0,3,3407
out_amt_mean,0.0,3,3407
out_amt_std,0.0,3,3407
out_amt_min,0.0,3,3407
out_amt_max,0.0,3,3407
out_amt_median,0.0,3,3407
active_days,0.0,3,3407
txn_intensity_per_day,0.0,3,3407
txn_count_30d,0.0,3,3407
amt_30d_sum,0.0,3,3407
amt_30d_mean,0.0,3,3407
amt_30d_std,0.0,3,3407
amt_30d_median,0.0,3,3407
txn_count_60d,0.0,3,3407
amt_60d_sum,0.0,3,3407
amt_60d_mean,0.0,3,3407
amt_60d_std,0.0,3,3407
amt_60d_median,0.0,3,3407
txn_count_90d,0.0,3,3407
amt_90d_sum,0.0,3,3407
amt_90d_mean,0.0,3,3407
amt_90d_std,0.0,3,3407
amt_90d_median,0.0,3,3407
txn_count_180d,0.0,3,3407
amt_180d_sum,0.0,3,3407
amt_180d_mean,0.0,3,3407
amt_180d_std,0.0,3,3407
amt_180d_median,0.0,3,3407
txn_count_365d,0.0,3,3407
amt_365d_sum,0.0,3,3407
amt_365d_mean,0.0,3,3407
amt_365d_std,0.0,3,3407
amt_365d_median,0.0,3,3407
ratio_in_to_out,0.0,3,3407
ratio_amt_mean_to_std,0.0,3,3407
ratio_txn_30d_to_all,0.0,3,3407
ratio_amt_30d_to_all,0.0,3,3407
ratio__history_time__over__record_time,4.417200176340479,3,3407
ratio__history_time__over__issue_time,2.068389209382716,3,3407
ratio__history_time__over__zip_code,2.73390125978448,3,3407
ratio__history_time__over__balance_limit,1.818669353872081,3,3407
ratio__history_time__over__amt_30d_sum,0.0,3,3407
ratio__history_time__over__amt_180d_sum,0.0,3,3407
ratio__history_time__over__amt_365d_sum,0.0,3,3407
ratio__history_time__over__amt_sum,0.0,3,3407
ratio__history_time__over__amt_90d_sum,0.0,3,3407
ratio__history_time__over__amt_60d_sum,0.0,3,3407
ratio__history_time__over__out_amt_sum,0.0,3,3407
ratio__record_time__over__issue_time,4.669554271988891,3,3407
ratio__record_time__over__zip_code,3.139937320530547,3,3407
ratio__record_time__over__balance_limit,1.8413616658786423,3,3407
ratio__record_time__over__amt_30d_sum,0.0,3,3407
ratio__record_time__over__amt_180d_sum,0.0,3,3407
ratio__record_time__over__amt_365d_sum,0.0,3,3407
ratio__record_time__over__amt_sum,0.0,3,3407
ratio__record_time__over__amt_90d_sum,0.0,3,3407
ratio__record_time__over__amt_60d_sum,0.0,3,3407
ratio__record_time__over__out_amt_sum,0.0,3,3407
ratio__issue_time__over__zip_code,4.059115117635911,3,3407
ratio__issue_time__over__balance_limit,1.9773934299980622,3,3407
ratio__issue_time__over__amt_30d_sum,0.0,3,3407
ratio__issue_time__over__amt_180d_sum,0.0,3,3407
ratio__issue_time__over__amt_365d_sum,0.0,3,3407
ratio__issue_time__over__amt_sum,0.0,3,3407
ratio__issue_time__over__amt_90d_sum,0.0,3,3407
ratio__issue_time__over__amt_60d_sum,0.0,3,3407
ratio__issue_time__over__out_amt_sum,0.0,3,3407
ratio__zip_code__over__balance_limit,2.4290221066510926,3,3407
ratio__zip_code__over__amt_30d_sum,0.0,3,3407
ratio__zip_code__over__amt_180d_sum,0.0,3,3407
ratio__zip_code__over__amt_365d_sum,0.0,3,3407
ratio__zip_code__over__amt_sum,0.0,3,3407
ratio__zip_code__over__amt_90d_sum,0.0,3,3407
ratio__zip_code__over__amt_60d_sum,0.0,3,3407
ratio__zip_code__over__out_amt_sum,0.0,3,3407
ratio__balance_limit__over__amt_30d_sum,0.0,3,3407
ratio__balance_limit__over__amt_180d_sum,0.0,3,3407
ratio__balance_limit__over__amt_365d_sum,0.0,3,3407
ratio__balance_limit__over__amt_sum,0.0,3,3407
ratio__balance_limit__over__amt_90d_sum,0.0,3,3407
ratio__balance_limit__over__amt_60d_sum,0.0,3,3407
ratio__balance_limit__over__out_amt_sum,0.0,3,3407
ratio__amt_30d_sum__over__amt_180d_sum,0.0,3,3407
ratio__amt_30d_sum__over__amt_365d_sum,0.0,3,3407
ratio__amt_30d_sum__over__amt_sum,0.0,3,3407
ratio__amt_30d_sum__over__amt_90d_sum,0.0,3,3407
ratio__amt_30d_sum__over__amt_60d_sum,0.0,3,3407
ratio__amt_30d_sum__over__out_amt_sum,0.0,3,3407
ratio__amt_180d_sum__over__amt_365d_sum,0.0,3,3407
ratio__amt_180d_sum__over__amt_sum,0.0,3,3407
ratio__amt_180d_sum__over__amt_90d_sum,0.0,3,3407
ratio__amt_180d_sum__over__amt_60d_sum,0.0,3,3407
ratio__amt_180d_sum__over__out_amt_sum,0.0,3,3407
ratio__amt_365d_sum__over__amt_sum,0.0,3,3407
ratio__amt_365d_sum__over__amt_90d_sum,0.0,3,3407
ratio__amt_365d_sum__over__amt_60d_sum,0.0,3,3407
ratio__amt_365d_sum__over__out_amt_sum,0.0,3,3407
ratio__amt_sum__over__amt_90d_sum,0.0,3,3407
ratio__amt_sum__over__amt_60d_sum,0.0,3,3407
ratio__amt_sum__over__out_amt_sum,0.0,3,3407
ratio__amt_90d_sum__over__amt_60d_sum,0.0,3,3407
ratio__amt_90d_sum__over__out_amt_sum,0.0,3,3407
ratio__amt_60d_sum__over__out_amt_sum,0.0,3,3407
title,3.4480490231554812,4,42
career,0.0,4,42
zip_code,3.4528211030600864,4,42
residence,2.2028502808711523,4,42
loan,0.0,4,42
term,18.66787265131148,4,42
interest_rate,32.8207562888768,4,42
issue_time,1.8577087140659203,4,42
syndicated,0.0,4,42
installment,0.0,4,42
record_time,2.62389812954371,4,42
history_time,0.0,4,42
total_accounts,0.0,4,42
balance_accounts,19.784675399830256,4,42
balance_limit,2.4220690048278097,4,42
balance,0.0,4,42
level,1.9415688359956678,4,42
txn_count,0.0,4,42
first_txn,0.0,4,42
last_txn,0.0,4,42
amt_sum,0.0,4,42
amt_mean,0.9035342435780752,4,42
amt_std,0.0,4,42
amt_min,0.28801986035135907,4,42
amt_max,0.0,4,42
amt_median,0.0,4,42
in_amt_sum,0.0,4,42
in_amt_mean,0.0,4,42
in_amt_std,0.0,4,42
in_amt_min,0.0,4,42
in_amt_max,0.0,4,42
in_amt_median,0.0,4,42
out_amt_sum,0.0,4,42
out_amt_mean,0.0,4,42
out_amt_std,0.0,4,42
out_amt_min,0.0,4,42
out_amt_max,0.0,4,42
out_amt_median,0.0,4,42
active_days,0.0,4,42
txn_intensity_per_day,0.0,4,42
txn_count_30d,0.0,4,42
amt_30d_sum,0.0,4,42
amt_30d_mean,0.0,4,42
amt_30d_std,0.0,4,42
amt_30d_median,0.0,4,42
txn_count_60d,0.0,4,42
amt_60d_sum,0.0,4,42
amt_60d_mean,0.48132882420367806,4,42
amt_60d_std,0.0,4,42
amt_60d_median,0.0,4,42
txn_count_90d,0.0,4,42
amt_90d_sum,0.0,4,42
amt_90d_mean,0.0,4,42
amt_90d_std,1.0039550951012146,4,42
amt_90d_median,0.0,4,42
txn_count_180d,0.0,4,42
amt_180d_sum,0.0,4,42
amt_180d_mean,0.0,4,42
amt_180d_std,0.20726049477989286,4,42
amt_180d_median,0.0,4,42
txn_count_365d,0.0,4,42
amt_365d_sum,0.7709262627855499,4,42
amt_365d_mean,0.0,4,42
amt_365d_std,0.0,4,42
amt_365d_median,0.0,4,42
ratio_in_to_out,0.0,4,42
ratio_amt_mean_to_std,0.0,4,42
ratio_txn_30d_to_all,0.0,4,42
ratio_amt_30d_to_all,0.0,4,42
ratio__history_time__over__record_time,0.0,4,42
ratio__history_time__over__issue_time,0.0,4,42
ratio__history_time__over__zip_code,0.0,4,42
ratio__history_time__over__balance_limit,0.0,4,42
ratio__history_time__over__amt_30d_sum,0.0,4,42
ratio__history_time__over__amt_180d_sum,0.38275186889118673,4,42
ratio__history_time__over__amt_365d_sum,0.0,4,42
ratio__history_time__over__amt_sum,0.0,4,42
ratio__history_time__over__amt_90d_sum,0.0,4,42
ratio__history_time__over__amt_60d_sum,0.0,4,42
ratio__history_time__over__out_amt_sum,0.0,4,42
ratio__record_time__over__issue_time,0.0,4,42
ratio__record_time__over__zip_code,2.5538416206348633,4,42
ratio__record_time__over__balance_limit,0.6829753706552855,4,42
ratio__record_time__over__amt_30d_sum,0.0,4,42
ratio__record_time__over__amt_180d_sum,0.0,4,42
ratio__record_time__over__amt_365d_sum,0.4507255603824726,4,42
ratio__record_time__over__amt_sum,0.0,4,42
ratio__record_time__over__amt_90d_sum,0.0,4,42
ratio__record_time__over__amt_60d_sum,0.12311746320455519,4,42
ratio__record_time__over__out_amt_sum,0.0,4,42
ratio__issue_time__over__zip_code,2.304804426961093,4,42
ratio__issue_time__over__balance_limit,0.0,4,42
ratio__issue_time__over__amt_30d_sum,0.0,4,42
ratio__issue_time__over__amt_180d_sum,0.0,4,42
ratio__issue_time__over__amt_365d_sum,0.0,4,42
ratio__issue_time__over__amt_sum,0.0,4,42
ratio__issue_time__over__amt_90d_sum,0.0,4,42
ratio__issue_time__over__amt_60d_sum,0.0,4,42
ratio__issue_time__over__out_amt_sum,0.0,4,42
ratio__zip_code__over__balance_limit,0.0,4,42
ratio__zip_code__over__amt_30d_sum,0.0,4,42
ratio__zip_code__over__amt_180d_sum,0.021800855674352946,4,42
ratio__zip_code__over__amt_365d_sum,0.0,4,42
ratio__zip_code__over__amt_sum,0.06537594694764534,4,42
ratio__zip_code__over__amt_90d_sum,0.0,4,42
ratio__zip_code__over__amt_60d_sum,0.0,4,42
ratio__zip_code__over__out_amt_sum,0.0,4,42
ratio__balance_limit__over__amt_30d_sum,0.0,4,42
ratio__balance_limit__over__amt_180d_sum,0.0,4,42
ratio__balance_limit__over__amt_365d_sum,0.18830382532025572,4,42
ratio__balance_limit__over__amt_sum,0.0,4,42
ratio__balance_limit__over__amt_90d_sum,0.02530970128577637,4,42
ratio__balance_limit__over__amt_60d_sum,0.0,4,42
ratio__balance_limit__over__out_amt_sum,0.0,4,42
ratio__amt_30d_sum__over__amt_180d_sum,0.0,4,42
ratio__amt_30d_sum__over__amt_365d_sum,0.0,4,42
ratio__amt_30d_sum__over__amt_sum,0.0,4,42
ratio__amt_30d_sum__over__amt_90d_sum,0.0,4,42
ratio__amt_30d_sum__over__amt_60d_sum,0.0,4,42
ratio__amt_30d_sum__over__out_amt_sum,0.0,4,42
ratio__amt_180d_sum__over__amt_365d_sum,0.0,4,42
ratio__amt_180d_sum__over__amt_sum,0.0,4,42
ratio__amt_180d_sum__over__amt_90d_sum,0.0,4,42
ratio__amt_180d_sum__over__amt_60d_sum,0.14871266025828406,4,42
ratio__amt_180d_sum__over__out_amt_sum,0.0,4,42
ratio__amt_365d_sum__over__amt_sum,0.0,4,42
ratio__amt_365d_sum__over__amt_90d_sum,0.0,4,42
ratio__amt_365d_sum__over__amt_60d_sum,0.0,4,42
ratio__amt_365d_sum__over__out_amt_sum,0.0,4,42
ratio__amt_sum__over__amt_90d_sum,0.0,4,42
ratio__amt_sum__over__amt_60d_sum,0.0,4,42
ratio__amt_sum__over__out_amt_sum,0.0,4,42
ratio__amt_90d_sum__over__amt_60d_sum,0.17498648744612388,4,42
ratio__amt_90d_sum__over__out_amt_sum,0.0,4,42
ratio__amt_60d_sum__over__out_amt_sum,0.0,4,42
title,4.135763104197153,4,3407
career,0.0,4,3407
zip_code,2.3809335325976653,4,3407
residence,3.8915034282850876,4,3407
loan,0.26365428380855765,4,3407
term,16.36262426873409,4,3407
interest_rate,30.99250308657963,4,3407
issue_time,3.483399893305169,4,3407
syndicated,0.0,4,3407
installment,0.0,4,3407
record_time,1.458060068893961,4,3407
history_time,1.217476274805217,4,3407
total_accounts,0.682355817556537,4,3407
balance_accounts,19.903324626626095,4,3407
balance_limit,0.5928524327823677,4,3407
balance,0.0,4,3407
level,0.0,4,3407
txn_count,0.0,4,3407
first_txn,0.0,4,3407
last_txn,0.0,4,3407
amt_sum,0.0,4,3407
amt_mean,0.6324265812086631,4,3407
amt_std,0.0,4,3407
amt_min,0.0,4,3407
amt_max,0.0,4,3407
amt_median,0.0,4,3407
in_amt_sum,0.0,4,3407
in_amt_mean,0.0,4,3407
in_amt_std,0.29248343581757974,4,3407
in_amt_min,0.0,4,3407
in_amt_max,0.0,4,3407
in_amt_median,0.0,4,3407
out_amt_sum,0.0,4,3407
out_amt_mean,0.0,4,3407
out_amt_std,0.14245929802698776,4,3407
out_amt_min,0.0,4,3407
out_amt_max,0.2940566335231347,4,3407
out_amt_median,0.4623127930241884,4,3407
active_days,0.0,4,3407
txn_intensity_per_day,0.04813712726437982,4,3407
txn_count_30d,0.0,4,3407
amt_30d_sum,0.49065341559820563,4,3407
amt_30d_mean,0.0,4,3407
amt_30d_std,0.0,4,3407
amt_30d_median,0.0,4,3407
txn_count_60d,0.0,4,3407
amt_60d_sum,0.0,4,3407
amt_60d_mean,0.0,4,3407
amt_60d_std,0.5454327355698302,4,3407
amt_60d_median,0.0,4,3407
txn_count_90d,0.0,4,3407
amt_90d_sum,0.0,4,3407
amt_90d_mean,0.0,4,3407
amt_90d_std,0.6784769292679211,4,3407
amt_90d_median,0.0,4,3407
txn_count_180d,0.0,4,3407
amt_180d_sum,0.27684936692371687,4,3407
amt_180d_mean,0.0,4,3407
amt_180d_std,0.0,4,3407
amt_180d_median,0.0,4,3407
txn_count_365d,0.0,4,3407
amt_365d_sum,0.0,4,3407
amt_365d_mean,0.0,4,3407
amt_365d_std,0.23221279449523516,4,3407
amt_365d_median,0.44213947206162135,4,3407
ratio_in_to_out,0.0,4,3407
ratio_amt_mean_to_std,0.0,4,3407
ratio_txn_30d_to_all,0.0,4,3407
ratio_amt_30d_to_all,0.0,4,3407
ratio__history_time__over__record_time,2.625646399366727,4,3407
ratio__history_time__over__issue_time,0.39897562320004926,4,3407
ratio__history_time__over__zip_code,1.788310730012213,4,3407
ratio__history_time__over__balance_limit,0.0,4,3407
ratio__history_time__over__amt_30d_sum,0.0,4,3407
ratio__history_time__over__amt_180d_sum,0.0,4,3407
ratio__history_time__over__amt_365d_sum,0.11859452515377136,4,3407
ratio__history_time__over__amt_sum,0.0,4,3407
ratio__history_time__over__amt_90d_sum,0.0,4,3407
ratio__history_time__over__amt_60d_sum,0.0,4,3407
ratio__history_time__over__out_amt_sum,0.0,4,3407
ratio__record_time__over__issue_time,0.0,4,3407
ratio__record_time__over__zip_code,1.6254499772012472,4,3407
ratio__record_time__over__balance_limit,1.1533155996228481,4,3407
ratio__record_time__over__amt_30d_sum,0.0,4,3407
ratio__record_time__over__amt_180d_sum,0.08910387687050352,4,3407
ratio__record_time__over__amt_365d_sum,0.0,4,3407
ratio__record_time__over__amt_sum,0.0,4,3407
ratio__record_time__over__amt_90d_sum,0.0,4,3407
ratio__record_time__over__amt_60d_sum,0.0,4,3407
ratio__record_time__over__out_amt_sum,0.37131783801364926,4,3407
ratio__issue_time__over__zip_code,0.6161692694737968,4,3407
ratio__issue_time__over__balance_limit,0.0,4,3407
ratio__issue_time__over__amt_30d_sum,0.0,4,3407
ratio__issue_time__over__amt_180d_sum,0.16283389169057874,4,3407
ratio__issue_time__over__amt_365d_sum,0.0,4,3407
ratio__issue_time__over__amt_sum,0.0,4,3407
ratio__issue_time__over__amt_90d_sum,0.0,4,3407
ratio__issue_time__over__amt_60d_sum,0.0,4,3407
ratio__issue_time__over__out_amt_sum,0.0,4,3407
ratio__zip_code__over__balance_limit,0.0,4,3407
ratio__zip_code__over__amt_30d_sum,0.0,4,3407
ratio__zip_code__over__amt_180d_sum,0.0,4,3407
ratio__zip_code__over__amt_365d_sum,0.0,4,3407
ratio__zip_code__over__amt_sum,0.0,4,3407
ratio__zip_code__over__amt_90d_sum,0.0,4,3407
ratio__zip_code__over__amt_60d_sum,0.0,4,3407
ratio__zip_code__over__out_amt_sum,0.0,4,3407
ratio__balance_limit__over__amt_30d_sum,0.0,4,3407
ratio__balance_limit__over__amt_180d_sum,0.0,4,3407
ratio__balance_limit__over__amt_365d_sum,0.0,4,3407
ratio__balance_limit__over__amt_sum,0.0,4,3407
ratio__balance_limit__over__amt_90d_sum,0.0,4,3407
ratio__balance_limit__over__amt_60d_sum,0.0,4,3407
ratio__balance_limit__over__out_amt_sum,0.0,4,3407
ratio__amt_30d_sum__over__amt_180d_sum,0.0,4,3407
ratio__amt_30d_sum__over__amt_365d_sum,0.0,4,3407
ratio__amt_30d_sum__over__amt_sum,0.0,4,3407
ratio__amt_30d_sum__over__amt_90d_sum,0.0,4,3407
ratio__amt_30d_sum__over__amt_60d_sum,0.0,4,3407
ratio__amt_30d_sum__over__out_amt_sum,0.0,4,3407
ratio__amt_180d_sum__over__amt_365d_sum,0.0,4,3407
ratio__amt_180d_sum__over__amt_sum,0.0,4,3407
ratio__amt_180d_sum__over__amt_90d_sum,0.0,4,3407
ratio__amt_180d_sum__over__amt_60d_sum,0.0,4,3407
ratio__amt_180d_sum__over__out_amt_sum,0.0,4,3407
ratio__amt_365d_sum__over__amt_sum,0.420823576366166,4,3407
ratio__amt_365d_sum__over__amt_90d_sum,0.0,4,3407
ratio__amt_365d_sum__over__amt_60d_sum,0.05816204713267136,4,3407
ratio__amt_365d_sum__over__out_amt_sum,0.0,4,3407
ratio__amt_sum__over__amt_90d_sum,0.0,4,3407
ratio__amt_sum__over__amt_60d_sum,0.039559380702871794,4,3407
ratio__amt_sum__over__out_amt_sum,0.0,4,3407
ratio__amt_90d_sum__over__amt_60d_sum,0.6296458642398847,4,3407
ratio__amt_90d_sum__over__out_amt_sum,0.0,4,3407
ratio__amt_60d_sum__over__out_amt_sum,0.0,4,3407
title,2.865784524887754,5,42
career,1.6895683884246098,5,42
zip_code,2.136674617162212,5,42
residence,2.17679768403141,5,42
loan,1.2474866483667002,5,42
term,5.658438482360896,5,42
interest_rate,13.118997066450754,5,42
issue_time,3.3739649938682774,5,42
syndicated,0.0,5,42
installment,0.19606947242554687,5,42
record_time,3.0340721733288305,5,42
history_time,1.1568986447749474,5,42
total_accounts,1.869860077097348,5,42
balance_accounts,6.609749734620912,5,42
balance_limit,0.7091242331808768,5,42
balance,2.7866473775924034,5,42
level,4.310852016644758,5,42
txn_count,0.3383665336011825,5,42
first_txn,0.34649591347165737,5,42
last_txn,0.3021433768992857,5,42
amt_sum,0.07064843761575408,5,42
amt_mean,0.19593891698044164,5,42
amt_std,0.444476344391829,5,42
amt_min,3.7273570814803185,5,42
amt_max,0.5520270205941745,5,42
amt_median,0.3359082834478314,5,42
in_amt_sum,0.36821841277226597,5,42
in_amt_mean,0.5016855359152605,5,42
in_amt_std,1.1414817510400435,5,42
in_amt_min,1.0294137705929594,5,42
in_amt_max,0.5061011890114578,5,42
in_amt_median,0.6802243823702131,5,42
out_amt_sum,0.390839863412431,5,42
out_amt_mean,0.2767381897307551,5,42
out_amt_std,0.7435231085677332,5,42
out_amt_min,0.6421188381010149,5,42
out_amt_max,0.4376688551826073,5,42
out_amt_median,1.2023170051419143,5,42
active_days,0.0,5,42
txn_intensity_per_day,0.36375410746531484,5,42
txn_count_30d,0.22108970525747357,5,42
amt_30d_sum,0.2259810467729311,5,42
amt_30d_mean,0.15465420077771988,5,42
amt_30d_std,0.3857506456739581,5,42
amt_30d_median,0.23628467331047406,5,42
txn_count_60d,0.28267135248497427,5,42
amt_60d_sum,0.23502183533454113,5,42
amt_60d_mean,0.2168594277183952,5,42
amt_60d_std,0.40426646307246045,5,42
amt_60d_median,0.3178892590646961,5,42
txn_count_90d,0.35219707936437245,5,42
amt_90d_sum,0.07790361286750522,5,42
amt_90d_mean,0.2227715059142101,5,42
amt_90d_std,0.45504780470877937,5,42
amt_90d_median,0.197416395667036,5,42
txn_count_180d,0.12023301600413053,5,42
amt_180d_sum,0.07622614621556996,5,42
amt_180d_mean,0.15918355917507868,5,42
amt_180d_std,0.2664327750084383,5,42
amt_180d_median,0.5067407167879312,5,42
txn_count_365d,0.20855370598047168,5,42
amt_365d_sum,0.1017248754611906,5,42
amt_365d_mean,0.3850694116194826,5,42
amt_365d_std,0.36327241495474877,5,42
amt_365d_median,0.6157365947863219,5,42
ratio_in_to_out,0.21671003642048037,5,42
ratio_amt_mean_to_std,2.665285573568654,5,42
ratio_txn_30d_to_all,0.0,5,42
ratio_amt_30d_to_all,0.0,5,42
ratio__history_time__over__record_time,1.7239856227560295,5,42
ratio__history_time__over__issue_time,1.226899924932136,5,42
ratio__history_time__over__zip_code,1.0326472201750712,5,42
ratio__history_time__over__balance_limit,1.3715860696220432,5,42
ratio__history_time__over__amt_30d_sum,0.17718066120542472,5,42
ratio__history_time__over__amt_180d_sum,0.21078712633270671,5,42
ratio__history_time__over__amt_365d_sum,0.2616230272039922,5,42
ratio__history_time__over__amt_sum,0.050706384600229304,5,42
ratio__history_time__over__amt_90d_sum,0.09592646355274473,5,42
ratio__history_time__over__amt_60d_sum,0.18301101321544316,5,42
ratio__history_time__over__out_amt_sum,0.6244044884458781,5,42
ratio__record_time__over__issue_time,1.3205686143791873,5,42
ratio__record_time__over__zip_code,1.2694722075498233,5,42
ratio__record_time__over__balance_limit,1.2883056295720927,5,42
ratio__record_time__over__amt_30d_sum,0.15744145243228325,5,42
ratio__record_time__over__amt_180d_sum,0.23961703218026612,5,42
ratio__record_time__over__amt_365d_sum,0.11234101153337885,5,42
ratio__record_time__over__amt_sum,0.14812882417887044,5,42
ratio__record_time__over__amt_90d_sum,0.17424002414076395,5,42
ratio__record_time__over__amt_60d_sum,0.19255609629315085,5,42
ratio__record_time__over__out_amt_sum,0.35264802390706745,5,42
ratio__issue_time__over__zip_code,1.5350446108563693,5,42
ratio__issue_time__over__balance_limit,1.2637600188597728,5,42
ratio__issue_time__over__amt_30d_sum,0.11814585798372852,5,42
ratio__issue_time__over__amt_180d_sum,0.17423615341615942,5,42
ratio__issue_time__over__amt_365d_sum,0.09970588749698885,5,42
ratio__issue_time__over__amt_sum,0.0893290411677438,5,42
ratio__issue_time__over__amt_90d_sum,0.13637333002779087,5,42
ratio__issue_time__over__amt_60d_sum,0.500006305820266,5,42
ratio__issue_time__over__out_amt_sum,0.3420641987752958,5,42
ratio__zip_code__over__balance_limit,1.6296425229396865,5,42
ratio__zip_code__over__amt_30d_sum,0.1285447007104994,5,42
ratio__zip_code__over__amt_180d_sum,0.0681899100344577,5,42
ratio__zip_code__over__amt_365d_sum,0.21985822528337792,5,42
ratio__zip_code__over__amt_sum,0.2491390901337428,5,42
ratio__zip_code__over__amt_90d_sum,0.28136673699277975,5,42
ratio__zip_code__over__amt_60d_sum,0.10311544329867472,5,42
ratio__zip_code__over__out_amt_sum,0.3340881653300039,5,42
ratio__balance_limit__over__amt_30d_sum,0.14744353255785664,5,42
ratio__balance_limit__over__amt_180d_sum,0.1883308051239526,5,42
ratio__balance_limit__over__amt_365d_sum,0.29822455227594713,5,42
ratio__balance_limit__over__amt_sum,0.4061401466628547,5,42
ratio__balance_limit__over__amt_90d_sum,0.20359410933124716,5,42
ratio__balance_limit__over__amt_60d_sum,0.15926525724506493,5,42
ratio__balance_limit__over__out_amt_sum,0.3169510496108689,5,42
ratio__amt_30d_sum__over__amt_180d_sum,0.0,5,42
ratio__amt_30d_sum__over__amt_365d_sum,0.0,5,42
ratio__amt_30d_sum__over__amt_sum,0.019851808121890684,5,42
ratio__amt_30d_sum__over__amt_90d_sum,0.0007799068794355743,5,42
ratio__amt_30d_sum__over__amt_60d_sum,0.001043500621742114,5,42
ratio__amt_30d_sum__over__out_amt_sum,0.15218434526462238,5,42
ratio__amt_180d_sum__over__amt_365d_sum,0.006174592746681716,5,42
ratio__amt_180d_sum__over__amt_sum,0.011237104579855047,5,42
ratio__amt_180d_sum__over__amt_90d_sum,0.0,5,42
ratio__amt_180d_sum__over__amt_60d_sum,0.0,5,42
ratio__amt_180d_sum__over__out_amt_sum,0.13513792136792668,5,42
ratio__amt_365d_sum__over__amt_sum,0.0025140285027756104,5,42
ratio__amt_365d_sum__over__amt_90d_sum,0.0,5,42
ratio__amt_365d_sum__over__amt_60d_sum,0.008795971539377313,5,42
ratio__amt_365d_sum__over__out_amt_sum,0.2073672023575762,5,42
ratio__amt_sum__over__amt_90d_sum,0.008670496128411883,5,42
ratio__amt_sum__over__amt_60d_sum,1.5082995365452916e-05,5,42
ratio__amt_sum__over__out_amt_sum,0.20093195505202588,5,42
ratio__amt_90d_sum__over__amt_60d_sum,0.027760860327645177,5,42
ratio__amt_90d_sum__over__out_amt_sum,0.2631417070363555,5,42
ratio__amt_60d_sum__over__out_amt_sum,0.5383500593579358,5,42
title,3.1452634971942994,5,3407
career,1.9169367247861278,5,3407
