id,title,career,zip_code,residence,loan,term,interest_rate,issue_time,syndicated,installment,record_time,history_time,total_accounts,balance_accounts,balance_limit,balance,level,label,career_isna,payment_to_balance
5877,7,10.0,191307,0,23000,60,24.8,1149208775,0,0,1149208962,493001924,40.0,12.0,51400.0,33651.0,D4,1,0,0.0
5878,10,5.0,241461,0,16500,36,14.35,1086137483,0,1,1163897201,769049124,40.0,12.0,24700.0,3573.0,B0,0,0,0.08333333333333333
5879,9,10.0,532114,0,21300,36,9.2,1128212327,0,0,1135988400,461463348,40.0,12.0,27800.0,18979.0,A3,0,0,0.0
5880,10,8.0,241467,0,33050,60,15.1,1091407212,0,1,1205452875,424656094,40.0,12.0,38700.0,12285.0,B1,0,0,0.08333333333333333
5881,7,10.0,371806,0,12950,60,18.8,1191372953,0,0,1250988866,674439889,40.0,12.0,22700.0,10156.0,B4,0,0,0.0
5882,9,1.0,341747,1,15350,36,12.85,1170375696,0,0,1170375626,180146708,40.0,12.0,31700.0,24046.0,B1,0,0,0.0
5883,10,10.0,461961,0,33050,60,17.5,1128213477,0,0,1270774737,27563101,40.0,12.0,15400.0,4723.0,B4,0,0,0.0
5884,10,5.0,321691,2,16500,60,11.5,1194048735,0,0,1284769710,669170158,40.0,12.0,127400.0,8786.0,A4,0,0,0.0
5885,10,10.0,121082,1,33050,60,22.65,1175559338,0,0,1302568735,564108567,40.0,12.0,25500.0,9653.0,C5,1,0,0.0
5886,8,10.0,241482,0,33050,60,18.3,1165019420,0,1,1165019770,485050215,40.0,12.0,63300.0,51517.0,B5,1,0,0.08333333333333333
5887,8,3.0,291609,0,11050,60,11.85,1165020862,0,1,1214269176,424656632,31.0,7.0,17300.0,9092.0,B0,0,0,0.14285714285714285
5888,6,3.0,401853,0,10400,36,15.35,1114995261,0,1,1169426303,398307120,31.0,7.0,8400.0,4852.0,B2,0,0,0.14285714285714285
5889,8,10.0,281586,1,12950,36,15.45,1178153384,0,0,1178150816,690336403,31.0,7.0,48900.0,32851.0,B2,1,0,0.0
5890,9,1.0,121062,1,5950,36,6.05,1151799576,0,0,1169945094,874368530,33.0,8.0,7500.0,4958.0,B0,0,0,0.0
5891,9,10.0,341750,0,11050,60,12.6,1154477947,0,0,1219280196,287972123,33.0,8.0,16500.0,7909.0,B1,0,0,0.0
5892,6,Unknown,231415,0,15350,36,8.45,1128213970,0,1,1128214656,195782752,33.0,8.0,45100.0,38090.0,A2,0,1,0.125
5893,9,10.0,181239,0,15350,36,13.15,1162425899,0,0,1193529844,550886407,33.0,8.0,21300.0,10863.0,B1,0,0,0.0
5894,6,10.0,241496,0,7000,36,10.45,1186101669,0,0,1222388719,897957457,33.0,8.0,15000.0,4542.0,A4,0,0,0.0
5895,8,10.0,191296,0,3700,36,21.55,1225586759,0,0,1225585092,527214056,33.0,8.0,15700.0,11620.0,B5,0,0,0.0
5896,6,Unknown,311683,1,15350,60,13.65,1165020761,0,0,1227227046,671847988,33.0,8.0,13100.0,10263.0,B2,1,1,0.0
5897,8,10.0,522090,0,10400,60,7.25,1235953110,0,0,1274835031,456193697,40.0,19.0,179500.0,7896.0,A2,0,0,0.0
5898,7,10.0,231401,1,7600,36,7.95,1149207366,0,0,1149207337,477361910,40.0,19.0,70700.0,21825.0,A2,0,0,0.0
5899,6,4.0,241457,0,16500,36,6.95,1130891010,0,0,1130889624,603593623,40.0,19.0,58800.0,22552.0,A1,0,0,0.0
5900,6,10.0,171204,0,7200,36,20.1,1191370080,0,1,1225067983,761357829,40.0,19.0,20800.0,5675.0,B4,0,0,0.05263157894736842
5901,7,0.0,291601,1,15950,60,16.9,1128212720,0,0,1211157117,650766360,40.0,19.0,12000.0,9222.0,B4,0,0,0.0
5902,7,4.0,241452,1,33050,60,26.4,1214960155,0,0,1334190590,692929361,35.0,20.0,25600.0,13186.0,C5,1,0,0.0
5903,10,10.0,331724,0,21300,36,8.25,1136161440,0,0,1136163152,469411319,35.0,20.0,65800.0,37980.0,A2,0,0,0.0
5904,10,2.0,241456,1,10400,36,18.1,1180830033,0,1,1274143183,666663931,35.0,20.0,21200.0,193.0,B4,1,0,0.05
5905,8,4.0,311666,2,33050,36,21.65,1180832218,0,0,1180831312,269397463,35.0,20.0,85200.0,38222.0,B5,1,0,0.0
5906,8,10.0,341752,0,25500,36,6.9,1151801822,0,0,1151800987,624499623,35.0,20.0,71900.0,33704.0,A1,0,0,0.0
5907,10,6.0,331714,0,5950,36,7.0,1196641919,0,0,1196640492,532486156,35.0,20.0,49000.0,18068.0,A1,0,0,0.0
5908,8,4.0,181225,1,33050,60,12.65,1143938317,0,0,1200960212,629772469,35.0,20.0,64000.0,24883.0,B1,0,0,0.0
5909,7,8.0,181242,0,20900,36,13.45,1117673280,0,0,1117671453,393036719,35.0,20.0,37900.0,23822.0,B1,0,0,0.0
5910,8,9.0,241451,0,5200,36,16.35,1122941812,0,1,1122942742,685067132,35.0,20.0,28800.0,25158.0,B3,1,0,0.05
5911,9,8.0,181251,1,10400,36,9.2,1146530863,0,0,1146530531,858473545,35.0,20.0,29500.0,11917.0,A3,0,0,0.0
5912,8,8.0,181227,0,10400,36,20.2,1122942269,0,0,1122940970,850697325,33.0,20.0,53700.0,29553.0,C3,0,0,0.0
5913,8,1.0,171198,0,7800,36,5.35,1201997967,0,1,1248652985,808620761,33.0,20.0,35000.0,4085.0,A0,0,0,0.05
5914,7,10.0,131101,0,12950,60,11.5,1151800343,0,0,1151800612,821837636,33.0,20.0,49000.0,23708.0,A5,1,0,0.0
5915,8,5.0,311682,0,25500,36,11.35,1196642558,0,1,1196641560,798079518,33.0,20.0,112400.0,28316.0,A4,0,0,0.05
5916,6,Unknown,361784,0,15950,36,12.55,1235952120,0,0,1235952354,782267742,33.0,20.0,73500.0,48831.0,B0,0,1,0.0
5917,9,3.0,401852,0,29900,36,12.25,1159748158,0,0,1188261257,329963698,37.0,20.0,73900.0,22072.0,B0,1,0,0.0
5918,9,0.0,401856,1,13050,60,18.0,1154479497,0,1,1219278165,824517302,37.0,20.0,41600.0,8975.0,B5,0,0,0.05
5919,8,10.0,401854,0,33050,36,13.0,1172881345,0,1,1188434820,685066696,37.0,20.0,53900.0,30271.0,B1,1,0,0.05
5920,10,10.0,331714,0,26100,36,12.1,1099356009,0,0,1099354459,711245980,37.0,20.0,69800.0,30259.0,A4,0,0,0.0
5921,8,6.0,191298,1,15350,60,15.6,1154480396,0,0,1154477063,745459868,37.0,20.0,60900.0,27272.0,B3,1,0,0.0
5922,8,1.0,401860,1,3700,36,25.05,1209689333,0,1,1292632204,619232264,37.0,20.0,23000.0,667.0,C3,0,0,0.05
5923,10,3.0,371811,1,3700,36,7.65,1046650800,0,1,1046653009,524534917,23.0,5.0,30600.0,7968.0,A1,0,0,0.2
5924,8,10.0,101025,1,33050,36,15.1,1128211564,0,0,1198198440,358820893,23.0,5.0,13900.0,11060.0,B2,0,0,0.0
5925,8,5.0,231398,0,33050,60,30.75,1201997525,0,0,1201997650,616551641,23.0,5.0,42800.0,35789.0,D4,1,0,0.0
5926,9,5.0,311661,1,2850,36,8.35,1120265441,0,0,1148776702,332556251,23.0,5.0,3300.0,2237.0,A2,0,0,0.0
5927,10,10.0,301644,0,23000,60,14.3,1175559717,0,0,1217033121,542940347,23.0,5.0,20800.0,19422.0,B2,0,0,0.0
5928,9,0.0,401867,1,21300,36,15.25,1175559999,0,1,1227399500,669169230,40.0,18.0,20400.0,10345.0,B2,1,0,0.05555555555555555
5929,9,2.0,181229,2,20900,36,11.5,1157155525,0,0,1167526167,53916371,40.0,18.0,43700.0,19154.0,A5,0,0,0.0
5930,7,2.0,181239,2,17500,36,6.85,1151799933,0,1,1151800070,624502242,40.0,18.0,36400.0,18020.0,A1,0,0,0.05555555555555555
5931,8,1.0,311661,1,9850,36,9.9,1151799299,0,0,1221784213,732242903,40.0,18.0,24500.0,2645.0,A4,0,0,0.0
5932,9,10.0,241452,0,7200,36,19.8,1220316852,0,1,1220313950,811297844,40.0,18.0,35500.0,18943.0,B4,0,0,0.05555555555555555
5933,10,10.0,131102,0,5200,36,13.6,1191372186,0,1,1191370962,500947241,40.0,18.0,22300.0,15695.0,B1,0,0,0.05555555555555555
5934,8,3.0,231420,0,33050,36,11.45,1170377027,0,1,1170376144,542939463,40.0,18.0,83100.0,38195.0,A5,1,0,0.05555555555555555
5935,7,10.0,401852,1,5950,36,6.9,1149209675,0,0,1149208485,114309220,40.0,18.0,35400.0,7697.0,A1,0,0,0.0
5936,8,10.0,181261,0,33050,36,6.5,1172881537,0,0,1172882580,414203996,40.0,18.0,98900.0,50495.0,A1,0,0,0.0
5937,7,2.0,361790,1,29900,36,14.65,1107303780,0,1,1107302708,635127373,40.0,18.0,40800.0,31523.0,B1,0,0,0.05555555555555555
5938,8,10.0,331719,1,15950,36,16.1,1199321285,0,0,1199320369,763779253,40.0,18.0,28100.0,17613.0,B2,1,0,0.0
5939,6,6.0,241451,1,7200,36,6.7,1233534191,1,0,1233534151,897956380,26.0,19.0,34100.0,23813.0,A1,0,0,0.0
5940,10,10.0,181234,1,26100,36,10.5,1180831889,0,0,1217117379,850697336,26.0,19.0,23300.0,16402.0,A4,1,0,0.0
5941,8,2.0,101018,1,8900,36,16.9,1207094419,0,0,1233016958,969063677,26.0,19.0,14600.0,7455.0,B3,1,0,0.0
5942,7,3.0,131103,0,26100,36,15.95,1212365944,0,0,1282352267,787537404,26.0,19.0,27600.0,7441.0,B2,0,0,0.0
5943,6,Unknown,552152,0,23000,36,8.2,1196643190,0,1,1196642877,508896733,26.0,19.0,111600.0,33796.0,A3,0,1,0.05263157894736842
5944,7,10.0,482003,0,5200,36,12.35,1151801873,0,1,1151801915,782267720,26.0,19.0,47700.0,13735.0,B0,0,0,0.05263157894736842
5945,9,10.0,181250,1,33050,60,19.85,1154478889,0,0,1154476875,687660866,26.0,19.0,69800.0,42353.0,C4,0,0,0.0
5946,8,4.0,171208,1,11050,36,14.6,1141258322,0,0,1151628403,874370209,39.0,19.0,16100.0,11187.0,B2,0,0,0.0
5947,9,5.0,401852,1,2850,36,11.0,1122942037,0,0,1122942795,516588865,39.0,19.0,98900.0,27981.0,A4,1,0,0.0
5948,7,7.0,331719,0,15950,60,22.4,1188781139,0,0,1188780946,892686630,39.0,19.0,96100.0,49649.0,C1,0,0,0.0
5949,9,10.0,201324,1,10400,36,11.35,1207096007,0,0,1217462732,519264715,39.0,19.0,21500.0,9273.0,A4,0,0,0.0
5950,8,10.0,241465,0,10400,36,16.15,1214959189,0,1,1214957032,553478735,39.0,19.0,52400.0,19053.0,B2,0,0,0.05263157894736842
5951,6,8.0,461963,0,9850,36,11.8,1120265427,0,0,1120263774,558836433,39.0,19.0,19300.0,9041.0,A4,0,0,0.0
5952,9,10.0,181241,0,26100,36,6.85,1165019092,0,0,1183162907,669168617,39.0,19.0,70900.0,20983.0,A1,0,0,0.0
5953,10,5.0,191298,0,15950,36,19.25,1062547288,0,0,1101430350,716604954,39.0,19.0,40800.0,10471.0,B4,0,0,0.0
5954,6,10.0,321693,1,15950,36,15.95,1207096440,0,0,1207096244,687659788,39.0,19.0,63700.0,27688.0,B2,0,0,0.0
5955,6,7.0,231397,2,33050,36,13.55,1170377962,0,0,1183335428,798078657,39.0,19.0,53600.0,31697.0,B1,0,0,0.0
5956,7,1.0,201329,1,16500,60,12.7,1162426652,0,0,1162427575,727143709,39.0,19.0,47300.0,23484.0,B1,0,0,0.0
5957,8,8.0,231393,0,15350,36,16.1,1099356508,0,0,1125274015,766455341,39.0,19.0,16800.0,11689.0,B2,1,0,0.0
5958,6,4.0,241459,0,33050,60,15.0,1230855696,0,0,1230856388,803350245,34.0,20.0,105000.0,49303.0,B2,1,0,0.0
5959,8,0.0,321695,0,15350,36,6.8,1228177234,0,0,1287792783,824517399,34.0,20.0,50600.0,5858.0,A1,0,0,0.0
5960,9,9.0,291601,0,15950,36,9.15,1159748030,0,0,1159748045,758679953,34.0,20.0,43000.0,31890.0,A3,0,0,0.0
5961,10,6.0,311662,0,16500,60,9.2,1128212212,0,1,1234484207,895278508,34.0,20.0,49000.0,6800.0,A3,0,0,0.05
5962,7,2.0,401853,0,15350,36,5.35,1220317115,0,0,1220314210,850695789,34.0,20.0,135500.0,22480.0,A0,0,0,0.0
5963,10,10.0,231416,1,26100,60,19.45,1038788450,0,1,1038789867,682389207,42.0,16.0,33300.0,28379.0,C3,1,0,0.0625
5964,7,4.0,311666,0,26100,36,11.1,1120264125,0,1,1159143790,353551129,42.0,16.0,44900.0,16056.0,A4,1,0,0.0625
5965,10,10.0,552152,0,25500,36,12.35,1088726903,0,1,1088728988,180146721,42.0,16.0,46800.0,34152.0,A4,0,0,0.0625
5966,7,5.0,271553,0,7800,36,10.0,1235954370,0,0,1251506021,745460193,42.0,16.0,76500.0,6501.0,A3,0,0,0.0
5967,10,3.0,311668,0,23000,60,21.65,1104625635,0,1,1130544375,209002382,42.0,16.0,29400.0,21690.0,C2,1,0,0.0625
5968,6,10.0,131102,1,23000,60,21.15,1170376944,0,1,1224808880,569376466,42.0,16.0,20600.0,18415.0,C3,1,0,0.0625
5969,7,8.0,241453,0,20900,36,15.75,1114994384,0,0,1114994815,658714669,42.0,16.0,26600.0,25305.0,B3,0,0,0.0
5970,7,3.0,522085,0,26100,60,12.2,1143937656,0,0,1143936017,682389907,42.0,16.0,54200.0,30231.0,B0,0,0,0.0
5971,10,4.0,241451,1,26100,60,21.95,1178152435,0,0,1219624393,495677975,42.0,16.0,42000.0,20740.0,C4,1,0,0.0
5972,10,10.0,201322,0,3700,36,7.0,1180830312,0,0,1180829288,432607356,41.0,13.0,108900.0,18511.0,A1,0,0,0.0
5973,10,8.0,161181,0,10400,36,14.2,1057193279,0,0,1077928627,703384293,41.0,13.0,11200.0,8180.0,A5,0,0,0.0
5974,7,10.0,401860,0,2850,36,13.95,1159748022,0,1,1159748799,82772673,41.0,13.0,22600.0,6549.0,B2,0,0,0.07692307692307693
5975,9,3.0,211349,0,10400,36,11.45,1199319192,0,0,1199321254,485051822,34.0,8.0,28200.0,11928.0,A4,0,0,0.0
5976,7,10.0,281592,0,26100,36,12.35,1128213280,0,1,1154134626,193364479,34.0,8.0,37400.0,19216.0,A5,0,0,0.125
5977,8,1.0,311683,1,15350,36,11.6,1183421924,0,0,1183422591,582425446,34.0,8.0,37800.0,21829.0,A5,0,0,0.0
5978,9,10.0,261532,0,23000,60,11.0,1122942178,0,0,1244767610,406253704,34.0,8.0,36000.0,6686.0,A4,0,0,0.0
5979,9,10.0,191292,1,15350,36,11.45,1196641061,0,0,1196641008,734918703,34.0,8.0,31200.0,27007.0,A5,0,0,0.0
5980,6,Unknown,241451,2,33050,36,7.35,1151801187,0,0,1151798942,180145464,36.0,20.0,134700.0,44702.0,A2,0,1,0.0
5981,10,3.0,401852,1,5950,36,15.45,1070412997,0,1,1093739182,826937282,36.0,20.0,13300.0,4811.0,B1,0,0,0.05
5982,7,6.0,291609,0,11050,36,7.4,1178153442,0,0,1204072423,582425110,36.0,20.0,49900.0,9079.0,A2,0,0,0.0
5983,8,10.0,301651,0,5200,36,9.15,1165017883,0,0,1165019588,677118855,36.0,20.0,22200.0,10351.0,A3,0,0,0.0
5984,7,10.0,401851,1,26100,36,7.25,1165018372,0,0,1165020401,826936977,38.0,20.0,32800.0,25519.0,A2,0,0,0.0
5985,8,3.0,461961,0,15350,36,7.95,1201998398,0,0,1202000350,671849711,38.0,20.0,102400.0,26708.0,A2,1,0,0.0
5986,9,10.0,401852,0,33050,36,13.5,1230856031,0,0,1316393246,632448466,38.0,20.0,21600.0,3993.0,B1,0,0,0.0
5987,10,7.0,401853,2,15350,36,7.6,1088727161,0,1,1088728312,653444208,28.0,6.0,46400.0,23968.0,A1,0,0,0.16666666666666666
5988,7,9.0,311665,0,7000,36,6.4,1143937217,0,1,1172451199,698287504,28.0,6.0,12300.0,5007.0,A1,0,0,0.16666666666666666
5989,8,10.0,211343,0,15350,60,14.05,1141258989,0,0,1141260669,719196159,28.0,6.0,32900.0,32539.0,B2,0,0,0.0
5990,10,9.0,181227,1,21300,36,11.35,1204418422,0,0,1214787137,698286318,28.0,6.0,33900.0,18318.0,A4,0,0,0.0
5991,10,10.0,522084,0,21300,36,13.0,1080865752,0,0,1088643316,592966540,41.0,17.0,43700.0,18739.0,A4,0,0,0.0
5992,8,10.0,111052,0,7200,36,7.9,1188779700,0,0,1188777652,564109160,41.0,17.0,60600.0,19024.0,A2,0,0,0.0
5993,6,6.0,131118,0,10400,60,18.35,1243903028,0,1,1376093882,353550497,41.0,17.0,23600.0,2160.0,B3,1,0,0.058823529411764705
5994,7,4.0,181224,1,7000,36,9.1,1159747503,0,0,1159748886,698285876,41.0,17.0,73500.0,16827.0,A3,0,0,0.0
5995,10,4.0,401854,0,26100,60,13.8,1004661873,0,0,1004662275,145844966,41.0,17.0,76800.0,41200.0,B2,0,0,0.0
5996,9,6.0,101015,0,7200,36,8.25,1141260559,0,0,1141258107,527213473,41.0,17.0,53800.0,24812.0,A3,0,0,0.0
5997,8,5.0,181227,1,33050,36,11.9,1130890569,0,1,1138666060,674438420,41.0,17.0,95500.0,32653.0,A5,0,0,0.058823529411764705
5998,10,0.0,291601,1,5200,36,13.55,1167698797,0,0,1248050352,871691100,24.0,5.0,2100.0,862.0,B1,0,0,0.0
5999,7,2.0,181227,1,5200,36,9.25,1159748076,0,0,1196037447,382666669,24.0,5.0,4900.0,3308.0,A3,0,0,0.0
6000,6,Unknown,181227,0,2850,36,12.3,1094085927,0,0,1094086300,314238281,42.0,14.0,57000.0,24826.0,A4,0,1,0.0
6001,8,10.0,181272,1,7200,36,13.05,1125621614,0,0,1190419898,671848875,42.0,14.0,20400.0,2952.0,B0,1,0,0.0
6002,10,3.0,341754,0,26100,36,8.95,1088727453,0,0,1088729321,561429537,42.0,14.0,66100.0,28853.0,A2,1,0,0.0
6003,10,3.0,151164,0,26100,36,7.55,1022977650,0,0,1116288913,340502438,39.0,10.0,32700.0,687.0,A2,0,0,0.0
6004,8,5.0,241460,0,11050,36,12.1,1175558875,0,1,1175559916,658714985,39.0,10.0,15900.0,12058.0,B0,0,0,0.1
6005,10,10.0,241480,2,5200,36,8.2,1194050037,0,0,1209600592,648086454,39.0,10.0,17800.0,4341.0,A3,0,0,0.0
6006,8,9.0,181225,1,12950,36,8.15,1157158799,0,0,1170116209,374717563,39.0,10.0,32200.0,12299.0,A3,0,0,0.0
6007,10,3.0,181225,1,20900,60,18.8,1167696402,0,1,1284337033,303698511,39.0,10.0,10400.0,7792.0,C1,0,0,0.1
6008,9,10.0,171196,2,25500,36,7.2,1151800712,0,0,1151799595,61777397,32.0,20.0,88600.0,47293.0,A2,0,0,0.0
6009,9,10.0,401862,2,16500,36,5.25,1165018031,0,0,1229818708,364092886,32.0,20.0,123500.0,6049.0,A0,0,0,0.0
6010,10,10.0,482002,0,23000,60,15.95,1136161183,0,0,1136162194,700705325,32.0,20.0,28400.0,26658.0,B3,0,0,0.0
6011,9,2.0,221374,1,10400,60,18.25,1151798506,0,0,1154390952,653444344,32.0,20.0,20900.0,9989.0,C1,0,0,0.0
6012,8,10.0,231393,1,15950,36,7.45,1199321859,0,0,1253750913,564107782,32.0,20.0,50800.0,7516.0,A2,0,0,0.0
6013,6,7.0,181272,1,15950,36,10.95,1183422018,0,0,1224895791,798079214,32.0,20.0,22700.0,9739.0,A4,0,0,0.0
6014,9,10.0,241456,0,33050,36,17.65,1146529018,0,1,1146530616,461464100,32.0,20.0,82200.0,54611.0,B4,0,0,0.05
6015,9,7.0,461961,1,5950,36,13.9,1146529783,0,1,1146531585,335233904,30.0,20.0,71800.0,63325.0,B2,1,0,0.05
6016,8,8.0,101006,0,10400,36,12.85,1196641122,0,0,1196640835,803347361,30.0,20.0,33900.0,18670.0,B0,0,0,0.0
6017,8,10.0,121082,0,12950,60,18.3,1165017683,0,0,1165019881,532486667,30.0,20.0,53500.0,23515.0,C2,1,0,0.0
6018,9,10.0,231428,0,20900,36,10.0,1141260480,0,1,1141258972,690338833,30.0,20.0,45200.0,29721.0,A4,0,0,0.05
6019,6,Unknown,211360,0,5950,36,14.8,1141258021,0,0,1141259085,595644305,30.0,20.0,35800.0,7618.0,B2,0,1,0.0
6020,7,8.0,181240,1,33050,60,17.25,1230854502,0,0,1230854597,866421250,30.0,20.0,116200.0,45292.0,B3,0,0,0.0
6021,6,10.0,301644,0,29900,36,15.9,1204418795,0,1,1204416705,719196665,30.0,20.0,64300.0,32324.0,B2,1,0,0.05
6022,7,5.0,231416,1,10400,36,12.75,1199319229,0,0,1199319906,987380817,17.0,15.0,25600.0,11256.0,B0,1,0,0.0
6023,7,0.0,552153,0,15950,36,13.05,1175559867,0,0,1175558773,1074299283,17.0,15.0,40800.0,19539.0,B1,0,0,0.0
6024,10,2.0,552152,2,5200,36,13.5,1188779914,0,0,1188780520,1063757997,17.0,15.0,39600.0,13614.0,B1,1,0,0.0
6025,9,5.0,141135,1,10400,60,28.85,1175558521,0,0,1175558621,548208577,17.0,15.0,16000.0,13123.0,E5,1,0,0.0
6026,10,2.0,131115,1,5950,36,16.25,1094084548,0,0,1140742349,926902378,17.0,15.0,23000.0,3465.0,B2,0,0,0.0
6027,7,10.0,271555,0,16500,36,13.1,1128212736,0,0,1180053883,782268948,42.0,19.0,22100.0,9055.0,B0,0,0,0.0
6028,8,1.0,201324,0,7000,36,11.45,1194049134,0,1,1194049055,579746872,42.0,19.0,24800.0,21897.0,A4,0,0,0.05263157894736842
6029,10,10.0,331714,2,15350,36,14.0,1078186203,0,1,1078187032,642817392,42.0,19.0,75500.0,36203.0,A5,0,0,0.05263157894736842
6030,10,10.0,341754,0,11050,60,15.15,1172881767,0,0,1229905164,448244011,42.0,19.0,13600.0,8776.0,B2,0,0,0.0
6031,8,10.0,121077,0,11050,60,13.3,1162427487,0,0,1162426354,692929358,42.0,19.0,25000.0,14717.0,B1,1,0,0.0
6032,10,8.0,301642,0,26100,60,24.5,1091406822,0,0,1179534263,650766171,42.0,19.0,50300.0,14721.0,D3,1,0,0.0
6033,8,5.0,401864,2,23000,60,17.2,1214957729,0,1,1214957588,674438888,42.0,19.0,144300.0,45883.0,B3,0,0,0.05263157894736842
6034,6,0.0,311680,1,5200,36,12.05,1172880821,0,0,1172880119,616553339,42.0,19.0,12600.0,5869.0,B0,0,0,0.0
6035,8,10.0,181224,0,21300,36,10.55,1183421351,0,0,1186013775,782266986,23.0,18.0,32100.0,19753.0,A4,0,0,0.0
6036,10,9.0,311685,0,17500,36,11.65,1088726693,0,1,1088729010,598234571,23.0,18.0,43100.0,17759.0,A4,0,0,0.05555555555555555
6037,7,10.0,401865,0,26100,60,10.5,1254444681,1,0,1254443175,561429129,39.0,20.0,134700.0,52390.0,A3,0,0,0.0
6038,8,8.0,361787,0,25500,36,14.2,1225584034,0,1,1225584972,721872604,39.0,20.0,95500.0,39522.0,B1,0,0,0.05
6039,10,0.0,141132,0,25500,60,7.75,1246496074,0,1,1246495453,756003154,39.0,20.0,118200.0,29778.0,A2,0,0,0.05
6040,8,8.0,311681,1,15350,60,14.45,1183421694,0,0,1276736235,700705269,39.0,20.0,22200.0,7478.0,B2,1,0,0.0
6041,9,10.0,181235,0,5950,36,13.25,1117670437,0,0,1117670513,545617321,39.0,20.0,28800.0,27432.0,B1,0,0,0.0
6042,8,1.0,321695,1,15350,36,16.15,1136161670,0,0,1206146190,750731422,39.0,20.0,9700.0,4820.0,B3,0,0,0.0
6043,7,10.0,131108,0,10050,36,5.3,1201999096,0,1,1201999032,258857763,39.0,20.0,113100.0,43283.0,A0,0,0,0.05
6044,10,10.0,101013,0,21300,36,8.3,1207096794,0,0,1207095015,740189489,31.0,20.0,59800.0,30000.0,A3,0,0,0.0
6045,7,10.0,181232,0,17500,36,6.5,1128212836,0,0,1180051746,637549008,31.0,20.0,28000.0,8277.0,A1,0,0,0.0
6046,7,10.0,211356,0,21300,36,7.35,1225585506,0,0,1225586261,661306986,31.0,20.0,66400.0,21169.0,A2,0,0,0.0
6047,7,10.0,161182,0,26100,60,19.8,1196643327,0,0,1297730625,556157521,31.0,20.0,22100.0,11911.0,B4,1,0,0.0
6048,10,10.0,361789,2,8900,36,17.85,1065142100,0,0,1096243563,508896683,31.0,20.0,20300.0,6972.0,B3,0,0,0.0
6049,9,2.0,542136,0,29900,36,21.4,1186100865,0,1,1186101970,892686491,31.0,20.0,43100.0,31825.0,B5,0,0,0.05
6050,6,Unknown,211341,0,12950,36,13.75,1136160333,0,1,1136162624,277345013,31.0,20.0,34100.0,14703.0,B1,0,1,0.05
6051,6,10.0,171202,1,8900,36,9.55,1138840083,0,0,1138839033,329964777,31.0,20.0,41400.0,14555.0,A3,0,0,0.0
6052,7,10.0,331716,0,33050,36,11.55,1191372174,0,1,1235435743,837476152,31.0,20.0,57100.0,20303.0,A5,0,0,0.05
6053,10,2.0,471986,0,26100,60,9.7,1170375320,0,0,1170377033,629772932,31.0,20.0,44200.0,29568.0,A4,1,0,0.0
6054,9,1.0,321693,1,13200,60,18.3,1157157412,0,0,1268613907,811298559,31.0,20.0,10600.0,5653.0,C1,0,0,0.0
6055,10,2.0,381821,0,5950,36,7.45,1033517319,0,0,1033519673,608689959,18.0,4.0,38500.0,15186.0,A1,0,0,0.0
6056,9,10.0,231416,0,21300,60,13.6,1194051034,0,1,1282178612,564105967,18.0,4.0,11500.0,10448.0,B1,0,0,0.25
6057,10,10.0,181270,0,11050,36,7.85,986170484,0,0,986172167,314238816,38.0,10.0,44700.0,12949.0,A2,1,0,0.0
6058,10,10.0,471990,0,5200,36,9.95,1225584124,0,0,1305939567,800669276,38.0,10.0,30800.0,920.0,A3,0,0,0.0
6059,9,10.0,201323,0,10400,36,8.2,1149206554,0,0,1229558999,637548230,38.0,10.0,9600.0,1608.0,A3,0,0,0.0
6060,7,3.0,131101,2,11050,60,15.15,1128212993,0,0,1213749370,166925713,38.0,10.0,8800.0,6544.0,B2,0,0,0.0
6061,6,10.0,311661,0,10400,36,7.2,1246493865,0,0,1313885572,734921946,38.0,10.0,26500.0,3014.0,A1,0,0,0.0
6062,8,10.0,321695,0,20900,36,7.65,1117672436,0,0,1117672577,711247668,40.0,20.0,56200.0,46700.0,A2,0,0,0.0
6063,7,0.0,141133,1,15950,36,13.35,1151801918,0,1,1151799616,776997992,40.0,20.0,53500.0,30990.0,B1,0,0,0.05
6064,9,2.0,552154,0,23000,36,11.05,1107303328,0,1,1107302859,466735463,40.0,20.0,55200.0,27478.0,A3,0,0,0.05
6065,10,0.0,231428,1,15950,36,13.6,1094085979,0,1,1177030116,690336888,40.0,20.0,2500.0,2155.0,B0,0,0,0.05
6066,6,5.0,171192,0,10400,60,15.05,1251852286,0,1,1334794124,679709150,40.0,20.0,50500.0,5746.0,B1,0,0,0.05
6067,7,8.0,371804,0,21300,36,11.55,1207095718,0,0,1207096095,653443802,40.0,20.0,43100.0,21542.0,A5,0,0,0.0
6068,6,7.0,311678,1,9850,36,10.95,1151800072,0,0,1188087789,653446475,41.0,18.0,8500.0,6061.0,A4,0,0,0.0
6069,9,3.0,241468,1,23000,60,17.6,1141259431,0,0,1164587900,811296235,41.0,18.0,29700.0,21851.0,B4,1,0,0.0
6070,10,3.0,121061,0,15350,36,6.05,1133481787,0,1,1133483865,329962252,41.0,18.0,70900.0,19914.0,A0,0,0,0.05555555555555555
6071,10,3.0,271559,0,11050,60,15.95,1191373143,0,0,1191372117,616551687,41.0,18.0,782800.0,62618.0,B2,0,0,0.0
6072,9,5.0,171200,0,26100,36,14.9,1235953912,0,0,1305937011,942799255,41.0,18.0,81000.0,7692.0,B2,1,0,0.0
