id,title,career,zip_code,residence,loan,term,interest_rate,issue_time,syndicated,installment,record_time,history_time,total_accounts,balance_accounts,balance_limit,balance,level
56139,9,10,191317,0,16500,36,11.9,1170375185,0,0,1170374422,24884382,37,12,69900,52450,B0
56140,8,3,291609,0,15350,36,6.95,1151798680,0,0,1162167093,656038507,37,12,25400,13788,A1
56141,8,0,121082,0,29900,60,13.5,1207097849,0,0,1207096162,308967317,37,12,110700,49786,B1
56142,7,10,171199,1,21300,36,8.25,1159750342,0,0,1196036875,266804823,37,12,33900,13307,A3
56143,7,8,361793,0,11050,36,6.45,1120265068,0,0,1135815388,656037511,37,17,18800,10388,A1
56144,7,9,281586,0,33050,60,17.9,1146530729,0,0,1146530176,674439242,37,17,88900,36083,B5
56145,10,8,101025,0,33050,36,26.1,1225584145,1,0,1300753714,542940361,37,17,23800,9604,C5
56146,8,3,321693,1,21300,36,11.05,1128211404,0,1,1128213524,556159200,37,17,38100,22742,A4
56147,10,2,361788,0,5950,36,7.25,1225587093,0,0,1225585221,372040751,37,17,44000,14682,A1
56148,8,7,181234,1,20900,36,9.2,1165020941,0,1,1165020161,492999942,14,4,50500,49739,A3
56149,8,1,341749,1,5200,36,11.55,1178151757,0,0,1191113214,598236633,14,4,4800,4464,A5
56150,10,3,421898,1,11050,60,14.9,1136160565,0,0,1195779524,705974579,14,4,8600,8443,B2
56151,9,5,231403,1,33050,36,17.45,1151800920,0,0,1151801199,295748906,35,18,86900,61629,B4
56152,7,0,281582,0,10400,36,15.6,1183423025,0,0,1183423583,863744176,35,18,18400,12119,B2
56153,7,10,241471,0,12950,60,16.55,1107303936,0,0,1107305928,521856370,35,18,63700,27819,B3
56154,7,6,321691,1,21300,36,14.95,1104625478,0,0,1138321038,516588401,33,9,17600,13788,B1
56155,7,10,181270,1,15350,60,19.2,1188778991,0,0,1243212732,729823100,33,9,28100,11327,B4
56156,8,10,482003,0,10050,36,13.85,1128214155,0,0,1185236634,606010221,33,9,8400,5061,B1
56157,10,1,331719,0,29900,36,14.3,1078185810,0,0,1078186219,606011762,33,9,36700,31200,B0
56158,7,9,321703,0,3700,36,12.05,1228178147,0,0,1228179335,869011910,33,9,20700,12204,A5
56159,6,4,241459,0,1800,36,17.05,1104625856,0,0,1104625967,519264403,33,9,5600,3278,B3
56160,10,2,171195,2,7600,36,7.95,1204417225,0,0,1209600134,677118957,24,17,42700,6914,A2
56161,9,10,401852,0,25500,60,14,1114993157,0,0,1184976005,658714949,24,17,32700,18108,B1
56162,9,10,171199,1,23000,36,7.4,1180829219,0,1,1180831528,761357707,24,17,112200,42508,A2
56163,10,10,161181,1,13050,36,18.05,1057193409,0,1,1057190702,642816734,38,14,20900,15686,B3
56164,9,10,201324,1,15350,36,5.35,1178151150,0,1,1178153720,472005449,38,14,84200,18169,A0
56165,10,0,321704,1,7200,36,7,1172881142,0,0,1193618325,603593584,38,14,19900,6458,A1
56166,8,9,181232,0,26100,36,5.3,1175558705,0,1,1175560058,427248407,38,14,58000,29747,A0
56167,6,,331714,0,10400,36,16.5,1112402386,0,0,1159058612,156385444,38,14,29900,5642,B3
56168,7,10,321693,0,10400,36,15.15,1214960375,0,0,1290128119,871692764,38,14,14200,2358,B2
56169,9,5,141134,1,23000,60,13.95,1159749229,0,1,1159750551,385087372,38,14,57700,28943,B2
56170,9,0,321693,0,10400,36,10.6,1165020246,0,0,1214268199,682389490,27,18,6500,5180,A4
56171,8,0,231403,1,10400,36,14.4,1172881549,0,0,1172880477,427250330,27,18,27800,19180,B2
56172,7,9,131101,1,7200,36,11,1125622049,0,0,1125621647,734921528,27,18,26400,9822,A4
56173,9,10,341751,0,5950,36,13.05,1128214312,0,1,1128212819,645496736,27,18,43100,15916,B0
56174,9,10,311674,0,10400,36,12.35,1149207513,0,0,1149208167,195784584,38,16,43000,29016,B0
56175,9,2,171201,0,15350,36,8.85,1112403441,0,0,1117584969,298428077,38,16,35100,14523,A2
56176,6,8,552152,0,25500,60,15.4,1165019154,0,1,1165019736,721872385,38,16,65200,46352,B3
56177,9,5,241459,1,11050,36,7.25,1154477761,0,0,1154479880,661307990,32,8,34400,14739,A2
56178,10,5,231396,1,13200,36,6.6,1051920768,0,0,1132274497,819160376,32,8,37000,2330,A1
56179,8,1,241453,0,25500,60,11.55,1133482281,0,1,1133482073,506219165,32,8,73100,60217,A4
56180,8,4,311668,0,29900,36,19.5,1243901221,0,1,1332030096,871689986,32,8,6400,2903,B4
56181,9,0,181268,1,26100,36,5.3,1165018665,0,0,1188348229,719195547,32,8,30000,19557,A0
56182,8,10,201322,1,7200,36,9.25,1154477529,0,1,1154478644,508899303,32,8,14700,8304,A3
56183,10,6,241456,1,7200,36,13.1,1128214194,0,0,1200787508,753408927,32,8,2700,2076,B0
56184,8,9,301644,1,15350,36,8.9,1104626932,0,1,1135728869,679708802,39,15,43300,10810,A2
56185,7,5,231401,1,10050,36,9.9,1154478031,0,0,1159661140,840155299,39,15,17100,10562,A4
56186,8,10,251518,0,1800,36,15.9,1233535469,0,1,1233533247,642817913,39,15,15700,7353,B2
56187,9,10,241459,0,26100,36,11.55,1120263085,0,0,1120265495,577154665,39,15,66700,41791,A4
56188,6,7,482002,1,33050,36,12.35,1151800877,0,0,1219191251,690336653,39,15,34000,11459,B0
56189,8,10,542139,0,15350,36,10.4,1130892195,0,0,1130892425,493001048,39,15,39900,22768,A4
56190,9,1,492013,2,9850,36,19.1,1172883474,0,1,1172881524,414203329,39,14,58900,36547,B4
56191,7,10,171209,0,11050,36,7.2,1159750253,0,0,1167524377,193366282,39,14,31900,11397,A2
56192,10,10,241470,0,33050,36,10.5,1136161812,0,0,1226880009,542940207,39,14,16700,1370,A4
56193,8,10,231417,0,25500,60,13.4,1125621676,0,1,1234484185,435200014,38,15,50600,10624,B1
56194,8,10,271552,0,8900,36,6.4,1141259628,0,0,1216427192,776997392,38,15,37100,2224,A1
56195,6,,401867,1,15950,36,12.85,1133481829,0,0,1133484589,298426853,38,15,24700,19399,B1
56196,10,10,321693,0,26100,36,19,1120263963,0,0,1153960528,629771742,38,15,21700,18075,C1
56197,10,10,211349,0,23000,36,5.95,1109721701,0,0,1109724796,461464418,38,15,55900,47723,A5
56198,6,1,291609,0,26100,36,15.45,973126253,0,0,1030147582,269395274,34,9,70200,11435,B4
56199,7,10,181250,2,5950,36,15.4,1175561257,0,0,1222215827,374717243,38,12,27400,3366,B2
56200,8,3,181235,1,11050,36,12.9,1112400603,0,0,1112403490,645497615,38,12,16900,13616,A5
56201,9,7,311685,1,13050,36,14.25,1162426957,0,0,1170203138,440467647,38,12,15200,12294,B2
56202,9,10,301643,1,29900,60,17.7,1162426121,0,0,1162425735,487730090,38,12,44800,30047,B5
56203,8,10,291615,1,21300,36,13.55,1183422198,0,1,1274143869,527213394,29,7,4400,1049,B1
56204,6,,532113,0,9850,36,15.75,1143937512,0,1,1213922142,792894512,29,7,10200,2666,B3
56205,7,10,161182,0,26100,60,13.9,1199319041,0,1,1209688301,784945289,36,18,40900,24044,B1
56206,7,2,411882,1,20900,36,7.9,1099356431,0,0,1107131619,682389249,36,18,26300,19857,A2
56207,6,3,311662,1,7200,36,12.9,1167696760,0,0,1180656516,1029456492,9,9,14800,7251,B1
56208,10,2,311674,0,21300,36,13.1,1136160479,0,0,1180224345,955843327,9,9,30500,11668,B1
56209,10,3,181251,2,5200,36,6,1086137055,0,0,1156120198,642818904,15,4,18300,1366,A0
56210,6,,101032,0,11050,36,5.35,1157156736,0,0,1242693389,561429556,15,4,29800,1129,A0
56211,7,8,311663,1,7200,36,12.25,1143937352,0,1,1180225100,921631129,15,4,5900,5311,B0
56212,10,4,311685,0,15350,36,16.15,983492201,0,0,1040515823,485052530,15,4,7300,7021,B5
56213,10,2,181231,1,20900,36,11.05,981075456,0,0,981073499,529806888,15,4,52000,29739,A4
56214,9,3,231403,1,21300,36,11.55,1175558459,0,0,1250728431,926901843,15,4,10600,4471,A5
56215,10,4,371809,0,7000,36,12.1,1096677504,0,0,1096675597,761358475,15,4,12400,7327,A4
56216,10,6,411881,0,5200,36,10.5,925691324,0,1,925690951,329964327,36,10,40200,17242,A4
56217,9,10,291620,0,11050,60,8.6,1186100225,0,0,1206835514,437878231,36,10,48600,10776,A2
56218,7,5,241466,0,15350,36,14.55,1186099558,0,0,1250902601,848102575,36,10,12100,5519,B2
56219,10,10,181248,1,8900,36,14.3,1094083418,0,0,1094083995,682389646,36,10,14500,9682,B1
56220,10,10,492023,0,11050,36,6.65,1091407462,0,0,1091405784,227319132,36,10,33900,20969,A1
56221,10,2,181243,1,15950,60,17.7,1086137501,0,0,1086136671,648087248,32,19,33300,18345,B3
56222,9,4,231413,1,15350,60,12.65,1162428493,0,0,1222042539,35513568,32,19,74500,10424,B1
56223,8,4,241456,1,23000,36,11.95,1214957890,0,0,1308271889,805940467,32,19,7100,4,A5
56224,10,10,171194,2,10400,36,18.75,1073089375,0,1,1073088262,493001528,39,16,25000,15348,B4
56225,10,8,391831,1,5200,36,10.4,1230856156,0,0,1230855569,590372551,39,16,84600,45992,A4
56226,6,1,241451,1,29900,36,9.25,1149208910,0,0,1149209193,209001687,39,16,117200,41117,A3
56227,7,10,281587,0,11050,36,7.95,1154480204,0,1,1154479443,479781667,39,16,59000,40334,A2
56228,6,,441927,0,5200,36,6.25,1159747699,0,1,1162339533,472003832,21,5,16400,4875,A1
56229,10,2,401856,1,23000,60,20.7,1170374523,0,0,1323304291,887588345,13,12,44500,1022,C2
56230,10,1,311661,1,2850,60,20.8,1022977493,0,0,1022979408,850694633,13,12,4500,3540,C5
56231,10,9,311666,0,5200,36,16.2,1212366110,0,0,1212367153,450922028,38,17,32000,27997,B2
56232,10,4,221376,1,9850,36,17.3,1080867391,0,1,1080864972,771724985,38,17,24300,22839,B2
56233,10,2,221374,1,7200,36,11.6,1167696628,0,0,1170288960,529805201,38,17,40100,7814,A5
56234,7,2,341743,0,20900,60,13.1,1170375674,0,0,1227400131,574476994,38,17,27300,14948,B1
56235,8,10,231401,1,8900,36,9.1,1122940900,0,1,1151455485,616553509,38,17,26700,6997,A3
56236,8,8,131101,0,26100,60,13.55,1238633012,0,0,1238633834,700705602,38,17,74300,32871,B1
56237,10,6,401860,0,5950,36,7.6,1062549138,0,1,1145491613,479782384,37,11,43300,820,A1
56238,10,10,101005,2,3700,36,11.4,1204418682,0,1,1204417007,650767841,31,19,60100,41929,A5
56239,5,2,291601,1,16500,36,12.75,1186101880,0,0,1186100582,966386840,31,19,44900,24875,B0
56240,7,10,231391,1,11050,36,8.4,1128212505,0,0,1128213011,705975233,16,14,101800,17406,A2
56241,9,0,221379,2,9850,36,8.1,1141258659,0,0,1141258827,837478159,16,14,46400,20856,A3
56242,6,0,552156,0,16500,36,9.45,1186100010,0,0,1186099676,811296610,16,14,23800,18291,A3
56243,9,3,311676,0,23000,36,7.05,1114992512,0,1,1169426993,866419565,16,14,15500,11009,A1
56244,8,7,552154,1,11050,36,12.75,1183421808,0,0,1183423556,719196410,23,17,46700,16798,B0
56245,7,5,141142,0,9850,36,12.8,1154479562,0,1,1167440182,243218492,23,17,16100,7948,B1
56246,10,10,522084,0,7000,36,6.05,1122944170,0,0,1185151514,737510973,35,9,22000,2523,A0
56247,10,5,391831,0,5950,36,7.15,1214958673,0,0,1214960053,792894259,35,9,21000,17761,A1
56248,9,5,181244,1,15350,36,12.55,1225586623,0,0,1313713556,834883401,35,9,7000,1454,B0
56249,7,5,291609,0,10400,60,13.65,1225585419,0,0,1225584759,306377508,35,9,17700,14863,B1
56250,6,10,522086,0,5950,36,7.25,1159747946,0,1,1159750228,540432033,35,9,49700,16619,A2
56251,10,3,131117,0,3700,60,16.8,991441780,0,0,991441364,264125931,22,5,22300,20807,C2
56252,6,,201323,0,12950,36,10.95,1186099251,0,0,1253492936,761358676,22,5,9000,4733,A4
56253,8,10,181239,0,26100,36,17.8,1141258830,0,1,1234569784,766455202,22,5,600,44,B5
56254,10,10,181251,1,13050,36,6.65,1107304425,0,0,1107303463,692929005,22,5,20800,13195,A1
56255,6,5,231391,1,5950,36,6.95,1141258538,0,0,1146442869,671849217,7,3,21500,5780,A2
56256,7,1,181222,1,3700,36,18.95,1196643599,0,0,1196640547,850695575,7,3,7000,5680,B4
56257,8,3,281584,1,7000,36,9.4,1222907743,0,0,1266970543,948069463,7,3,9200,4048,A3
56258,9,7,181239,0,29900,60,20.05,1112403038,0,0,1223858875,666664167,7,3,12700,12236,C1
56259,6,6,271551,1,20900,60,19.2,1172882229,0,0,1273968859,682389348,7,3,10100,10400,B4
56260,10,10,241458,0,26100,60,14.5,1128213052,0,0,1211157899,243218112,7,3,21700,14239,B2
56261,10,1,131118,0,15950,36,13.15,975716953,0,0,983492849,427249595,39,17,42100,15174,B1
56262,7,3,231396,1,11050,36,10.9,1120265405,0,0,1120263643,724464923,39,17,26400,12455,A4
56263,6,10,311675,0,15350,60,7,1143939184,0,0,1143936334,524536140,39,17,722800,23847,A2
56264,6,0,461963,0,11050,60,15.3,1033519054,0,0,1119056006,561429896,26,6,14700,6620,B2
56265,9,4,331721,2,3700,36,10.45,1136162498,0,0,1136160463,382666422,26,6,17900,6190,A4
56266,9,2,181224,0,33050,60,18.4,1122944332,0,0,1260316840,937528147,6,3,7000,6461,B5
56267,8,0,201323,1,10400,60,17.95,1143938763,0,0,1278721119,955846491,6,3,2100,2088,B5
56268,6,9,421903,0,11050,60,14.95,1228177934,0,1,1228176833,771726197,6,3,,0,B2
56269,10,0,181251,0,15350,60,17.9,1225586824,1,0,1368145892,1061079443,6,3,4500,2061,B3
56270,10,8,401852,2,21300,60,15.65,1128212854,0,1,1128212842,619231715,37,18,33600,29048,B3
56271,10,10,401864,0,10400,36,7.55,1183423215,0,0,1183424297,143166801,37,18,148100,47385,A1
56272,10,10,191297,0,7800,36,7,1178150998,0,1,1178152399,195783212,37,18,41800,8178,A1
56273,9,2,181235,1,7000,36,14.5,1104627241,0,0,1151283381,548210510,37,18,10100,4012,B1
56274,7,10,181235,0,5200,36,9.4,1188780611,0,0,1191372380,348452573,40,16,6800,4903,A3
56275,6,,211354,0,16500,36,16.5,1159748182,0,0,1185670682,261534559,40,16,27000,13927,B3
56276,10,10,121062,0,15350,36,5.35,1170376387,0,0,1250728478,616553086,33,19,36700,2347,A0
56277,9,9,221378,0,11050,36,8.3,1122941004,0,0,1122942373,245809428,33,19,27700,18384,A2
56278,8,10,201327,0,26100,60,19.95,1230855821,0,0,1251592217,803348453,33,19,96600,23080,B4
56279,10,1,522084,1,29900,60,17.05,1201999890,0,1,1238285657,729821982,26,18,46800,25260,B3
56280,9,3,461961,0,7200,36,22.4,1096675982,0,1,1096676526,472004883,26,18,28700,11040,C3
56281,6,,181242,0,16500,36,19.05,1230856909,0,0,1251593146,819159229,16,4,15000,14908,B4
56282,10,10,311675,0,7600,36,12.15,1062548817,0,0,1062549017,490322129,39,13,14700,8106,A4
56283,6,,191291,0,7800,36,9.05,1191373195,0,0,1191370535,256435482,39,13,22700,11170,A3
56284,9,1,211353,1,10400,36,20.3,1243901090,0,0,1311294004,921630496,39,13,8100,3426,B4
56285,7,1,341743,1,21300,60,10.05,1149207884,0,0,1281399220,798078171,39,13,11600,3874,A4
56286,10,10,401853,0,23000,36,9.2,1128212300,0,0,1128212572,611282860,36,19,57800,44998,A3
56287,7,10,121062,0,5950,36,13.3,1162427047,0,1,1162426492,198463305,36,19,38400,13127,B1
56288,10,3,482003,0,10400,36,7.8,994034996,0,0,994033421,677118087,36,19,302300,53194,A2
56289,9,8,311668,1,21300,36,13,1167697079,0,1,1167699160,856052981,36,19,36700,28982,B1
56290,10,4,401852,0,26100,36,9,1080866877,0,0,1080864176,745460365,34,19,53500,30723,A2
56291,10,10,451946,0,15950,36,9.05,1172880315,0,1,1172881734,669168553,34,19,32200,26018,A3
56292,8,0,231396,1,5200,36,12.55,1165019262,0,1,1165019531,616551866,34,19,21200,12726,B1
56293,7,3,181233,0,29900,60,17.05,1120265836,0,0,1161737208,677117084,35,19,58800,24566,B4
56294,10,4,121069,0,21300,60,15.75,1112402656,0,0,1112403291,466736250,35,19,73200,36864,B2
56295,8,9,291612,0,20900,60,13.4,1191372930,0,0,1243212543,677117886,35,19,57700,15732,B1
56296,6,10,371815,0,1800,36,14.3,1172883002,0,0,1172882626,653446450,35,19,34000,23091,B2
56297,7,10,201324,0,33050,36,12.95,1172881788,0,0,1172880141,821839514,35,19,58800,39872,B1
56298,9,8,211352,0,13200,36,7.95,1151798451,0,0,1151800349,819160826,37,10,42800,17083,A2
56299,6,5,181265,0,10400,36,6.55,1136162719,0,1,1136162569,677117541,37,10,38100,13492,A1
56300,7,5,461961,2,23000,60,11,1099355833,0,0,1101948166,692930757,37,10,32800,23971,A3
56301,5,5,201324,1,15950,36,11.5,1136161218,0,0,1136161677,682389815,37,10,47000,42956,A4
56302,7,10,201324,0,20900,36,13.35,1138840426,0,1,1138840261,327286335,37,10,28800,23626,B1
56303,7,2,211359,1,5200,36,9.75,1165018821,0,0,1165017762,850697536,18,15,34800,11223,A4
56304,8,3,231397,1,11050,60,13.6,1162427472,0,0,1266106892,700705764,20,16,17200,5036,B2
56305,7,5,231396,1,15350,36,16.7,1159749351,0,1,1193446570,485050256,20,16,16300,10563,B3
56306,9,7,241457,0,21300,60,11.65,1143936197,0,0,1167267139,674441511,30,19,26900,17863,A5
56307,6,0,191298,1,15350,36,11.75,1259713700,0,1,1283041098,448245404,30,19,29600,11980,A4
56308,8,4,181227,1,11050,36,9.75,1114994760,0,0,1130547459,769046496,30,19,20200,10439,A3
56309,8,0,211356,2,1800,36,14.75,1167696832,0,0,1191025526,948067514,30,19,3200,1579,B2
56310,10,10,131101,0,21300,36,7.5,1028249286,0,1,1028246530,198462481,30,19,94400,22645,A2
56311,7,10,211345,0,11050,36,9.1,1141260568,0,0,1216426105,500948376,30,19,20200,2943,A3
56312,6,6,321695,0,15950,36,19.7,1172881910,0,1,1172883076,687657894,22,17,46000,33284,B5
56313,8,7,191298,1,2850,36,22.55,1178153353,0,0,1178151545,887587772,22,17,21300,20654,C2
56314,7,10,331714,1,33050,36,8.4,1117671336,0,0,1130632614,456195063,40,13,94000,30819,A2
56315,9,0,211358,1,7200,36,9.95,1143939154,0,0,1185410174,527216160,30,7,13300,4836,A4
56316,10,4,181264,2,7800,36,11.35,1199318992,0,0,1212279124,776998402,30,7,14400,6739,A4
56317,8,0,241471,1,1800,36,19.05,1114994148,0,0,1208306759,642816605,30,7,6700,21,C1
56318,6,0,101013,2,26100,60,21.05,1117673472,0,1,1231720282,495678588,39,12,32900,9457,C4
56319,10,1,171208,0,21300,36,13.55,1199319166,1,0,1256345147,940118475,39,12,15400,8793,B1
56320,10,10,291614,0,5950,36,7.8,1049329248,0,0,1049330484,319595111,39,12,47800,37996,A2
56321,7,1,181242,0,23000,36,14.5,1125619767,0,0,1125621374,529806457,40,14,35700,27159,B2
56322,9,10,221379,0,5200,36,12.7,1143939031,0,1,1143936693,603592115,40,14,21100,16284,B1
56323,9,10,241457,0,26100,60,8.1,1154479552,0,0,1286671365,595643096,25,18,49900,4886,A3
56324,9,10,101009,2,7600,36,11.65,1159749337,0,0,1159749937,369449725,25,18,27400,8577,A5
56325,9,10,151168,0,29900,60,17.15,1159750528,0,0,1159748207,911176833,29,19,48700,32167,B4
56326,8,10,231397,1,15350,36,8.3,1196640898,0,0,1196641435,403577961,29,19,92600,28600,A3
56327,10,5,341743,1,9850,36,7.9,1188778622,0,0,1188778603,763777489,29,19,37400,9103,A2
56328,10,10,291604,2,29900,36,11.45,1204418508,0,0,1227744500,437876708,29,19,83100,24088,A4
56329,6,3,181257,1,15950,36,13.05,1112402789,0,0,1177201653,832204983,29,19,42500,5563,A5
56330,9,5,361782,1,5950,36,9.1,1143938206,0,0,1143938012,671849745,29,19,40100,33652,A3
56331,7,4,181246,1,5300,36,11.55,1175560908,0,1,1224806534,742781646,8,3,2900,2575,A5
56332,10,10,121061,1,9850,36,6.95,1136161840,0,1,1136161452,685068410,8,3,23300,9635,A1
56333,7,4,181235,2,3700,36,12.05,1170377693,0,0,1206665942,779676637,8,3,4500,2627,B0
56334,10,2,101012,2,15950,60,11.5,1170376496,0,1,1204071957,811297806,40,15,33100,13298,A5
56335,9,10,311662,0,25500,36,6.95,1170375685,0,1,1170375344,206323872,40,15,44400,31945,A1
56336,7,5,231414,1,11050,36,11.55,1249172381,0,0,1280278070,932169788,40,15,29400,8714,A4
56337,10,2,211349,0,16500,36,7.05,1222907637,0,0,1222908120,408847804,38,11,150300,30496,A1
56338,6,1,181259,0,15350,60,16.85,1120265356,0,1,1120265745,519266093,36,9,41800,27621,B4
56339,9,5,291611,0,21300,36,11.45,1143936459,0,0,1164674828,372040088,36,9,17300,16565,A5
56340,10,10,171207,0,26100,60,9.4,1238632565,0,0,1363046400,353549229,36,9,22200,6410,A3
56341,8,10,291615,2,11050,60,13.95,1165018285,0,1,1165019205,666664456,36,9,13000,12213,B2
56342,6,5,241461,2,12950,36,19.2,1183422861,0,0,1193791395,1079395754,10,10,35200,12955,B4
56343,10,10,231434,2,10400,36,13.8,1136161803,0,0,1136160747,761357717,10,10,19100,18443,B1
56344,10,7,231413,1,7200,36,9.85,1235952137,0,0,1235953486,1121474626,10,10,18700,8522,A3
56345,8,2,231396,2,11050,36,11.45,1151799215,0,0,1188088722,892686643,10,10,28000,7820,A5
56346,9,2,231403,1,5200,36,13.9,1154480244,0,1,1175214730,1024187843,10,10,9000,4079,B2
56347,9,4,311661,0,15350,36,10.9,1157157900,0,1,1183075878,1005869601,10,10,17400,11683,A4
56348,10,10,191317,0,11050,36,9.9,1038789789,0,0,1038790392,535075776,41,15,72100,12610,A3
56349,10,1,101028,0,5950,36,13.4,1025571358,0,0,1025569017,629770037,41,15,15300,13613,B1
56350,7,3,201322,0,5300,36,7.9,1235953947,0,0,1235954723,779677012,41,15,64600,12071,A2
56351,7,2,522086,0,33050,36,15.55,1188779141,0,0,1230251212,784945935,27,6,28800,22119,B2
56352,9,0,421893,0,8900,36,14.35,1165019688,0,0,1219452133,763778471,27,6,5200,4595,B2
56353,8,10,231393,0,15350,36,10.7,1170376189,0,1,1180743323,800671795,24,18,41600,13849,A4
56354,10,10,381822,2,29900,36,20.05,1233532887,0,1,1233534289,737510480,40,17,78900,39585,B4
56355,10,10,241468,0,16500,36,10.75,1167697608,0,0,1198802456,624499963,40,17,34700,13009,A4
56356,7,4,572177,2,21300,36,7.55,1188779034,0,1,1209516958,166924949,40,17,41000,16263,A1
56357,9,7,181234,1,5300,36,8.25,1149207828,0,0,1149208437,621908583,40,17,18300,8904,A3
56358,10,10,231391,1,15350,60,14.9,1204416662,0,0,1204417493,721873344,14,13,33600,21763,B2
56359,10,0,131101,1,10050,36,15.25,1172880083,0,0,1172880908,982284522,14,13,36800,12787,B2
56360,9,3,532105,1,5950,36,9.2,1128213159,0,1,1135990022,958435497,14,13,14200,5604,A3
56361,8,3,241467,1,13200,36,12.6,1154479221,0,1,1172622556,905906629,14,13,12500,12051,B1
56362,7,3,201323,1,5200,36,19.1,1212365606,0,0,1235695623,982282872,14,13,11900,4056,B4
56363,7,10,341743,2,15350,36,11.5,1162429151,0,0,1162425825,419388321,27,19,23300,15576,A5
56364,8,7,241479,1,11050,36,12.65,1157157768,0,0,1157158215,587695755,27,19,36300,14386,B1
56365,10,10,181224,0,21300,36,21.25,1094085622,0,0,1094084933,516588141,27,19,31100,28824,C2
56366,9,10,361781,1,15350,60,11.95,1165020019,0,0,1165020227,674438813,27,19,42800,26230,B0
56367,9,5,311674,1,21300,36,12.05,1165021191,0,0,1183162600,711246134,27,19,39700,16743,B0
56368,10,10,181243,0,29900,36,8.95,1107305434,0,0,1107304945,353552287,27,19,146800,33758,A2
56369,6,10,231401,1,8900,36,8.1,1149209646,0,0,1162167468,842832933,39,11,28800,8433,A3
56370,10,10,201324,1,13050,60,14.45,1172880912,0,0,1172880043,805940939,39,11,21600,15638,B2
56371,9,10,181244,0,5200,36,11.5,1199318498,0,1,1199321737,771726309,39,11,28600,8923,A5
56372,7,4,181236,1,15950,60,12.95,1128213278,0,0,1159315683,487729163,39,11,24900,13698,B0
56373,6,,181273,1,9850,36,11.15,1012609452,0,0,1080001490,590372755,9,3,3100,2907,A5
56374,9,3,151168,1,10400,36,10.9,1162427078,0,0,1216859155,358819831,9,3,5800,4673,A4
56375,10,3,231403,1,7200,36,15.9,1214958371,0,1,1214957833,871690525,9,3,,3,B2
56376,7,10,291629,0,15350,36,13.35,1157158366,0,0,1190851315,616553549,28,19,21500,10297,B1
56377,8,10,191305,0,20900,36,9.9,1220316950,0,0,1222908553,295749960,28,19,59900,21607,A3
56378,9,10,211346,2,11050,36,13.35,1159748319,0,1,1206406024,790216085,28,19,27900,6847,B1
56379,9,6,161182,1,15950,36,13.25,1114993845,0,0,1114992020,803348082,28,19,25400,16777,B1
56380,7,10,331720,0,7200,36,9.2,1120263136,0,0,1120265158,145845107,28,19,53800,20634,A3
56381,7,10,181253,0,12950,60,22.5,1246493264,0,0,1246494258,685068895,28,19,60100,28404,B5
56382,9,0,241478,0,5200,36,5.95,1138839038,0,1,1138840957,374717091,38,19,33600,9081,A0
56383,9,5,241478,1,11050,36,10.9,1165019539,0,0,1175388004,572056329,38,19,41100,10921,A4
56384,9,10,241459,0,21300,36,8.15,1159749573,0,1,1188260867,808619155,17,4,17300,14721,A3
56385,9,6,341754,1,7200,36,8.3,1199319345,0,1,1207095277,1024186284,17,4,17300,7571,A3
56386,10,2,181240,1,7200,36,11.2,996711810,0,1,1020040054,235268086,17,4,8700,6281,A4
56387,9,10,401852,2,7200,36,9.2,1172881795,0,0,1193616367,237862173,17,4,7900,6554,A3
56388,9,10,401858,1,7600,36,10.85,1172882198,0,0,1198801455,721874499,17,4,5700,5560,A4
56389,6,,271551,0,5950,36,9.95,1217638405,0,0,1217638351,826936500,17,4,32200,11481,A3
56390,8,6,281584,0,29900,60,11.55,1138840115,0,0,1154393882,769049298,41,14,39900,27910,A5
56391,10,6,181227,1,3700,36,14.55,1112400022,0,0,1112402789,776995409,41,14,24200,20489,B1
56392,7,9,201322,0,21300,36,8.35,1120263181,0,1,1120264758,548211519,41,14,40400,23784,A2
56393,7,3,181246,1,21300,36,9.2,1162426474,0,1,1162426375,679709583,41,14,53500,25563,A3
56394,9,5,191305,1,10400,60,10.95,1143937996,0,1,1175040538,198462036,41,14,21700,8520,A4
56395,6,,461961,2,5200,36,11.45,1143938913,0,0,1143938160,303697842,41,14,14500,7948,A5
56396,8,10,181244,0,25500,60,15.6,1188778044,0,0,1188778788,769048493,41,14,52700,38148,B2
56397,9,10,321694,0,15350,60,11.45,1138841317,0,1,1138839147,550887210,41,16,69000,16630,A4
56398,7,10,141143,0,7000,36,7.95,1114992048,0,0,1114992720,637548880,40,12,35200,8218,A2
56399,10,6,361784,0,33050,36,14.1,1238632733,0,0,1318984254,771726138,40,12,10800,6216,B1
56400,10,10,171198,0,10400,60,13.45,1191371717,0,1,1191370565,550889516,40,12,31000,19623,B1
56401,7,7,221382,0,26100,36,17.05,1107304549,0,0,1153960871,372041269,40,12,19400,14415,B3
56402,10,4,592205,0,16500,36,8.9,1186100372,0,0,1201651724,734920937,31,7,20500,15657,A3
56403,8,10,141132,1,7600,36,18.2,1212366628,0,0,1212368030,635129659,31,7,13200,8714,B3
56404,7,10,181226,0,15950,36,14.65,1114994738,0,0,1177200208,732240873,31,7,15700,6298,B2
56405,9,10,441922,0,15350,36,23.65,1230857021,0,0,1230855592,713925224,31,7,20300,20028,C2
56406,6,7,502043,0,2850,36,10.9,1154478618,0,1,1154476870,495678906,31,7,40000,36149,A4
